統計年月,縣市代碼,區域,戶數,人口數,人口數-男,人口數-女,0歲-男,0歲-女,1歲-男,1歲-女,2歲-男,2歲-女,3歲-男,3歲-女,4歲-男,4歲-女,5歲-男,5歲-女,6歲-男,6歲-女,7歲-男,7歲-女,8歲-男,8歲-女,9歲-男,9歲-女,10歲-男,10歲-女,11歲-男,11歲-女,12歲-男,12歲-女,13歲-男,13歲-女,14歲-男,14歲-女,15歲-男,15歲-女,16歲-男,16歲-女,17歲-男,17歲-女,18歲-男,18歲-女,19歲-男,19歲-女,20歲-男,20歲-女,21歲-男,21歲-女,22歲-男,22歲-女,23歲-男,23歲-女,24歲-男,24歲-女,25歲-男,25歲-女,26歲-男,26歲-女,27歲-男,27歲-女,28歲-男,28歲-女,29歲-男,29歲-女,30歲-男,30歲-女,31歲-男,31歲-女,32歲-男,32歲-女,33歲-男,33歲-女,34歲-男,34歲-女,35歲-男,35歲-女,36歲-男,36歲-女,37歲-男,37歲-女,38歲-男,38歲-女,39歲-男,39歲-女,40歲-男,40歲-女,41歲-男,41歲-女,42歲-男,42歲-女,43歲-男,43歲-女,44歲-男,44歲-女,45歲-男,45歲-女,46歲-男,46歲-女,47歲-男,47歲-女,48歲-男,48歲-女,49歲-男,49歲-女,50歲-男,50歲-女,51歲-男,51歲-女,52歲-男,52歲-女,53歲-男,53歲-女,54歲-男,54歲-女,55歲-男,55歲-女,56歲-男,56歲-女,57歲-男,57歲-女,58歲-男,58歲-女,59歲-男,59歲-女,60歲-男,60歲-女,61歲-男,61歲-女,62歲-男,62歲-女,63歲-男,63歲-女,64歲-男,64歲-女,65歲-男,65歲-女,66歲-男,66歲-女,67歲-男,67歲-女,68歲-男,68歲-女,69歲-男,69歲-女,70歲-男,70歲-女,71歲-男,71歲-女,72歲-男,72歲-女,73歲-男,73歲-女,74歲-男,74歲-女,75歲-男,75歲-女,76歲-男,76歲-女,77歲-男,77歲-女,78歲-男,78歲-女,79歲-男,79歲-女,80歲-男,80歲-女,81歲-男,81歲-女,82歲-男,82歲-女,83歲-男,83歲-女,84歲-男,84歲-女,85歲-男,85歲-女,86歲-男,86歲-女,87歲-男,87歲-女,88歲-男,88歲-女,89歲-男,89歲-女,90歲-男,90歲-女,91歲-男,91歲-女,92歲-男,92歲-女,93歲-男,93歲-女,94歲-男,94歲-女,95歲-男,95歲-女,96歲-男,96歲-女,97歲-男,97歲-女,98歲-男,98歲-女,99歲-男,99歲-女,100歲以上-男,100歲以上-女
2015-06,cityname,新北市汐止區,90,151,65,86,-2,2,-9,-12,4,-6,3,15,22,4,-28,-17,4,15,16,-17,1,5,-17,9,13,-9,0,-1,-2,-2,-6,-2,-26,-19,28,11,2,0,-7,11,-16,2,11,5,8,-14,10,6,-27,22,4,-13,20,-14,6,16,-3,-14,12,-6,25,42,-25,-21,7,-31,-44,-24,2,21,-16,-17,8,16,-20,-22,15,-30,10,11,-29,-16,16,41,-11,-20,18,43,15,-25,-21,-4,8,-23,3,32,-5,-5,13,19,-2,-33,9,51,-37,0,21,-21,20,6,-6,17,5,21,1,-19,1,-10,35,22,-6,21,-24,-34,14,35,-5,-11,9,25,4,-9,16,38,11,-12,-12,13,12,0,25,13,-13,4,-10,-14,6,-2,11,-4,0,7,-8,-1,-2,11,-1,-12,-1,1,2,10,5,4,-6,1,0,0,0,4,-1,-5,-3,-1,2,2,-1,3,1,3,-2,3,0,-9,5,-1,-5,6,4,-1,-3,0,2,-1,0,1,0,0,1,-2,1,1,-1,1,1,0
2015-06,cityname,新北市瑞芳區,-4,-25,-5,-20,2,-6,-5,2,-3,0,-2,-1,1,-5,-10,12,6,-9,-3,2,0,4,-2,-2,2,-5,0,6,-4,0,1,-5,-7,0,4,-1,4,-11,-1,10,-10,-3,6,-5,-3,1,7,0,-8,3,-3,5,-7,-17,3,16,12,-15,-4,3,4,8,-9,-5,0,5,9,-5,-5,0,-7,-13,-1,6,2,1,0,-2,-6,1,17,-7,-12,15,7,-6,6,7,-7,7,4,-8,-8,0,-2,6,4,-17,8,4,-7,7,-2,-10,7,3,0,6,-1,-4,2,-2,-4,11,-6,-9,10,-2,2,13,-7,-9,2,0,5,6,6,-1,3,-2,-1,3,7,0,0,8,1,-6,-8,5,9,3,7,-1,-13,-10,5,8,1,-8,-1,3,-5,-3,6,1,-6,-3,3,5,1,-1,1,-4,0,6,3,-11,-8,4,7,-4,-4,8,0,-2,-2,-1,4,-1,-1,-1,-2,-3,1,1,-1,1,2,-2,0,3,-1,-1,0,0,0,0,0,-1,0,1,0,0,0,0
2015-06,cityname,新北市土城區,-7,-156,-94,-62,-24,18,24,5,-1,-12,-3,6,18,12,-22,-20,4,-10,-1,21,-24,-23,8,12,20,-1,-13,-4,2,-5,-34,-28,-30,-27,10,32,10,-15,-35,-28,10,3,-4,-10,0,-4,-7,-20,4,6,-29,-17,-19,23,24,6,-15,-12,20,19,24,12,-29,-67,0,-1,-30,12,-6,-26,5,-25,-18,33,9,-28,3,-1,2,24,-2,-7,40,29,-23,-21,-16,8,16,12,13,-24,-26,37,3,-19,-13,-3,7,-2,14,3,-24,6,15,-9,-37,-36,9,45,-12,-21,55,-8,-19,6,-32,-16,26,27,-10,-13,21,11,8,18,-2,-4,-4,-6,-7,-10,25,43,5,7,9,-13,-10,13,13,-4,-6,9,-7,4,7,-7,9,7,5,-5,10,17,-4,-15,2,5,-7,-4,8,10,4,-1,0,1,-9,6,5,7,-16,-7,6,3,5,-5,1,2,3,0,-4,-3,-3,-1,3,4,4,-1,-4,2,1,1,-1,2,-3,-1,2,1,1,0,0,-1,0,0,-1,-1
2015-06,cityname,新北市蘆洲區,63,-41,-12,-29,-5,0,23,-4,-42,-6,25,13,11,27,-26,-35,7,-11,-11,16,4,-26,0,3,-14,7,-8,-18,-16,8,30,6,-55,-31,12,11,20,12,-14,-33,-18,3,32,-8,-8,3,-21,-6,3,-1,-9,-6,-4,-11,33,-2,-37,6,10,-14,19,40,-22,-17,-32,-18,21,-11,10,-24,-26,-24,6,-3,-12,7,-9,10,18,-16,-7,-4,7,9,12,6,16,16,4,15,-9,0,-19,-14,5,20,9,-40,-10,25,-3,-14,7,27,-7,-10,2,-12,6,19,-11,-7,7,4,29,30,-28,-29,22,30,-16,-19,0,29,29,-12,-19,10,28,20,-3,-18,10,23,10,4,4,16,7,-15,10,11,0,-1,-6,2,-4,-7,6,-1,6,11,-4,-3,0,-3,2,-2,2,2,-1,2,-3,2,4,-10,-2,10,2,-4,2,-4,-1,0,-2,2,1,3,3,2,-1,-3,-4,-1,1,4,0,1,-2,2,2,-3,-1,2,1,2,0,-1,0,0,0,0,0,-1,0,1
2015-06,cityname,新北市五股區,63,89,37,52,3,-11,-14,7,7,-10,1,12,9,5,-8,-24,3,13,1,-2,-10,13,-8,-8,-1,-12,3,23,5,-4,1,-11,-14,-22,-1,30,20,5,-21,-10,4,-4,1,-2,3,16,5,-16,-19,10,9,-4,-4,-5,15,2,-18,-1,14,5,0,2,-7,0,15,-11,-19,5,-5,-11,15,-9,-14,10,16,-1,-22,-12,19,17,-13,-1,2,21,0,-8,9,-2,3,16,-5,-14,1,3,10,-16,-2,12,2,-2,3,-8,11,5,-11,8,-10,-1,31,-1,-24,-11,13,28,6,1,14,-14,-11,2,10,10,-5,-6,12,22,-9,2,0,1,2,-10,9,19,-1,3,-1,-7,2,-6,-5,13,6,-2,-6,-2,14,0,-10,-3,1,-1,5,4,0,5,-1,0,2,-1,-3,7,0,-7,5,1,-1,2,-7,4,1,-1,2,1,0,-3,1,7,-5,-6,0,1,5,2,2,-1,-2,-2,-1,3,1,-1,0,1,1,0,0,-2,0,2,0,0,0,0,0,0
2015-06,cityname,新北市泰山區,59,70,37,33,-17,10,16,-8,1,-10,-7,16,6,-5,-1,2,2,-3,-3,6,1,-3,2,-11,5,19,-6,-22,-5,21,9,-5,-13,-14,2,-4,-4,20,-9,-18,9,23,8,-12,-6,-17,-2,10,19,-9,-12,19,17,-26,-3,6,-22,-8,16,2,6,11,6,-18,-16,1,2,-13,-9,7,-8,-6,-14,10,-5,11,22,-19,-12,1,18,13,23,9,-12,-7,-7,10,3,14,-18,-3,16,0,1,8,0,-9,0,18,13,-4,3,-6,-21,3,17,-9,0,12,-8,-12,-3,17,6,8,-7,-16,9,9,-9,-9,7,-1,4,16,2,-15,1,11,-5,-11,12,14,2,9,-8,-17,4,-3,13,13,-5,0,-1,0,7,4,-8,-9,5,8,2,-3,0,5,0,-5,-2,0,4,8,2,-2,0,4,0,-4,-3,-2,2,0,-2,-4,3,6,-3,-2,5,-1,-1,2,-1,2,0,0,2,1,1,-2,0,2,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,1
2015-06,cityname,新北市林口區,123,227,145,82,-4,8,20,-3,-11,-13,9,-3,17,23,-15,-2,-3,3,20,1,-9,3,10,-11,-30,7,8,6,6,-26,-15,20,3,-17,19,3,-5,2,-7,-18,3,10,-6,-17,-8,13,12,-3,24,24,-3,-8,-15,-6,26,9,-21,-31,26,35,0,-1,-8,-11,-18,-9,-5,1,6,-8,-1,-8,-1,12,0,-6,22,-6,-3,3,-14,-7,8,51,3,-25,28,3,-11,0,11,4,-15,-4,-2,21,24,-1,2,-3,1,-13,2,12,-2,0,2,-8,11,13,-6,15,5,11,3,-13,7,-7,10,13,-6,15,-3,-6,10,3,-6,-4,1,11,6,-8,11,2,-5,7,6,4,-2,-4,10,3,-5,5,3,7,-1,2,6,-4,-4,7,3,-3,-2,3,9,-6,1,6,-2,-6,1,7,-4,-6,5,3,4,5,-5,-1,-2,2,-4,-1,5,-1,-5,1,4,-2,6,2,1,2,-1,0,1,-4,-1,3,0,-1,0,1,2,0,0,0,0,-1,-1,0,-1,1
2015-06,cityname,新北市深坑區,7,-19,-6,-13,0,-2,4,-2,-2,5,-3,-3,0,0,2,-2,-5,-3,0,-2,-4,3,-1,0,4,1,-3,4,3,-13,1,9,-4,-3,8,2,-1,2,-7,-7,1,1,2,-1,-1,4,5,-1,-4,-4,-8,2,10,2,7,0,-3,-1,2,1,4,6,-8,-8,5,7,2,-7,2,8,-11,-7,8,-3,-9,3,4,-8,-3,-1,0,6,-11,5,8,2,-6,-8,10,-2,-9,2,0,-3,-2,-5,8,2,-10,6,-1,-9,8,-4,-2,0,-12,-1,3,14,2,-3,5,3,4,-1,-8,0,4,1,-3,-2,7,-2,2,5,-4,-2,2,-1,0,1,-1,-3,4,5,-3,1,2,-2,2,1,-2,3,1,-2,1,-2,-3,3,2,-2,1,-3,-1,5,-3,-5,2,6,1,0,3,-3,0,1,0,-1,0,2,-3,0,3,-1,-5,0,2,0,1,-1,-1,0,-1,-2,0,2,-1,0,0,0,1,-1,0,2,0,-2,0,0,0,0,-2,0,2,0,0,0
2015-06,cityname,新北市石碇區,-2,-6,-2,-4,-1,-3,0,0,1,-2,1,1,0,2,-3,-2,6,1,-1,-1,0,2,1,0,2,-3,-4,3,-1,1,4,-1,-4,-2,3,-4,-9,3,10,-6,1,8,-5,0,5,0,-4,4,-2,-7,4,6,-2,-4,-1,1,1,-1,-1,1,1,1,-4,1,1,-4,0,6,-1,-4,4,-1,-1,0,-1,-2,-7,-1,5,0,0,4,-1,0,-1,-1,-3,1,0,-3,4,1,1,3,1,-4,-4,1,-2,3,2,-2,4,1,0,4,2,-7,-3,2,-2,3,-1,-3,0,0,-1,-1,3,2,0,-3,0,-1,1,4,-4,0,1,0,1,-1,-1,4,4,-3,-1,-1,1,3,1,1,-3,-2,2,0,-6,1,3,-2,-2,-1,2,0,3,-1,-1,0,-2,2,1,0,2,0,0,-1,-3,2,3,0,-4,-1,4,-5,0,2,0,3,0,-1,0,0,-1,-2,1,2,-1,-1,-2,1,2,-2,0,2,0,0,0,-1,0,1,0,0,0,0,0,0
2015-06,cityname,新北市坪林區,-4,0,-4,4,-4,2,3,0,-2,2,2,0,-1,1,1,-1,-3,0,1,0,-1,-1,0,1,1,-1,-3,0,0,0,1,0,2,-3,-1,4,-2,-1,0,-1,2,1,0,1,0,-1,0,-3,-2,0,3,5,-1,0,-2,-1,4,1,0,-3,0,0,0,-2,1,4,-2,-3,-1,1,2,-4,-2,2,1,3,1,-1,-1,1,-3,-3,1,1,1,-1,1,2,1,-2,0,3,0,-4,1,2,0,4,-6,-1,2,-3,-1,3,2,-2,-7,-2,0,4,1,-2,3,1,0,-1,-2,-1,2,-1,0,4,1,0,1,0,3,-1,-4,0,5,-3,-4,4,2,1,2,-2,0,2,-1,-3,-3,0,0,2,3,-1,-3,2,0,-4,3,4,-5,-4,4,0,-3,2,2,1,0,0,1,1,-2,-2,0,0,0,0,2,1,-1,-2,-1,-1,2,1,0,0,0,1,-3,0,2,0,-1,0,1,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,0
2015-06,cityname,新北市三芝區,-1,-40,-24,-16,6,-6,-4,2,-2,1,0,1,0,-4,-6,1,4,4,-1,-2,1,-5,1,7,-9,-7,2,3,-10,-6,2,3,1,1,-1,1,-3,-2,2,-3,0,0,-4,-2,1,3,1,0,2,3,-2,0,0,0,1,-1,0,-6,3,-2,5,5,-2,-2,-11,-7,6,-2,5,1,-4,3,3,-3,-3,-2,2,-1,-6,7,8,-5,-7,1,1,-1,-4,-1,10,0,-5,-1,6,-8,-6,2,-2,5,8,-3,-4,0,1,3,-1,-3,-6,-6,-1,8,-1,-1,-4,3,5,-4,-2,-2,-1,3,-8,0,8,2,-2,-1,0,2,4,1,-5,-3,11,2,-7,0,3,1,3,0,-1,3,-4,1,1,-3,1,0,0,1,-4,3,-8,0,10,3,0,-5,0,1,-1,3,-1,-1,4,1,-3,-1,2,-1,0,-2,-1,2,-1,0,0,1,-3,-1,1,2,2,-2,-1,0,3,1,-3,-1,2,1,-1,0,0,-1,0,2,0,0,0,0,0,0,0,0
2015-06,cityname,新北市石門區,3,-3,-12,9,0,-3,-2,0,2,0,1,3,-1,-4,2,1,-2,1,-5,1,4,-1,2,4,3,-6,-5,6,7,-2,-7,3,1,-2,6,1,-3,2,-5,-11,2,8,-3,0,-1,-5,1,7,2,-1,-6,-3,-1,0,2,4,2,-4,0,0,-1,0,0,3,-4,1,4,-3,-12,-3,13,5,-6,0,-2,2,-3,-4,5,-1,-1,0,-1,1,5,6,-5,3,2,-3,2,3,-2,-3,-3,2,3,1,0,1,0,-2,-4,-1,4,3,1,-1,-2,2,2,2,-2,-5,0,1,5,1,-2,-2,0,-1,-7,-1,9,2,-3,0,1,-2,-2,0,2,1,-2,0,1,1,1,-2,1,3,-3,-1,-1,0,0,3,-2,-3,0,-2,1,2,1,-1,-2,2,1,0,0,-2,1,1,-1,2,-3,0,1,0,-1,-2,4,-1,-5,3,3,-1,1,0,-2,-1,2,0,0,2,-1,-1,1,1,-2,0,1,0,1,-2,0,1,0,0,0,0,-1,0,1,0
