年月,村里代碼,區域,村里,戶數,人口,男性人口,女性人口,未滿15歲,15-65歲,超過65歲
2014-12,1000716-007,彰化縣永靖鄉,湳港村,343,1302,698,604,206,949,147
2014-12,1000716-016,彰化縣永靖鄉,獨鰲村,303,1096,583,513,148,801,147
2014-12,1000716-009,彰化縣永靖鄉,瑚璉村,944,3264,1707,1557,577,2396,291
2014-12,1000716-023,彰化縣永靖鄉,福興村,380,1343,722,621,147,984,212
2014-12,1000716-024,彰化縣永靖鄉,竹子村,482,1599,858,741,150,1124,325
2014-12,1000717-009,彰化縣社頭鄉,仁和村,252,862,463,399,118,638,106
2014-12,1000717-007,彰化縣社頭鄉,仁雅村,1013,3267,1640,1627,449,2441,377
2014-12,1000717-024,彰化縣社頭鄉,協和村,738,2498,1297,1201,256,1899,343
2014-12,1000717-020,彰化縣社頭鄉,埤斗村,346,1199,614,585,139,887,173
2014-12,1000717-003,彰化縣社頭鄉,山湖村,394,1404,736,668,165,1040,199
2014-12,1000717-010,彰化縣社頭鄉,崙雅村,349,1121,572,549,192,810,119
2014-12,1000717-015,彰化縣社頭鄉,平和村,333,1211,627,584,149,918,144
2014-12,1000717-005,彰化縣社頭鄉,廣福村,331,1149,594,555,168,837,144
2014-12,1000717-004,彰化縣社頭鄉,廣興村,1573,5530,2844,2686,824,4198,508
2014-12,1000717-017,彰化縣社頭鄉,張厝村,420,1507,769,738,177,1137,193
2014-12,1000717-014,彰化縣社頭鄉,新厝村,496,1642,872,770,174,1243,225
2014-12,1000717-006,彰化縣社頭鄉,朝興村,388,1270,645,625,143,965,162
2014-12,1000717-002,彰化縣社頭鄉,東興村,515,1782,908,874,243,1332,207
2014-12,1000717-022,彰化縣社頭鄉,松竹村,378,1320,658,662,187,970,163
2014-12,1000717-008,彰化縣社頭鄉,橋頭村,669,2479,1268,1211,351,1808,320
2014-12,1000717-012,彰化縣社頭鄉,泰安村,328,1150,577,573,141,843,166
2014-12,1000717-023,彰化縣社頭鄉,清水村,420,1477,760,717,182,1123,172
2014-12,1000717-011,彰化縣社頭鄉,湳底村,538,1967,1056,911,260,1462,245
2014-12,1000717-021,彰化縣社頭鄉,湳雅村,478,1786,917,869,235,1324,227
2014-12,1000717-001,彰化縣社頭鄉,社頭村,1073,3396,1691,1705,471,2472,453
2014-12,1000717-013,彰化縣社頭鄉,美雅村,450,1513,786,727,263,1073,177
2014-12,1000717-019,彰化縣社頭鄉,舊社村,582,1912,990,922,270,1428,214
2014-12,1000717-016,彰化縣社頭鄉,里仁村,374,1242,658,584,176,906,160
2014-12,1000717-018,彰化縣社頭鄉,龍井村,278,1021,542,479,120,758,143
2014-12,1000718-002,彰化縣二水鄉,上豊村,385,1157,638,519,125,814,218
2014-12,1000718-007,彰化縣二水鄉,二水村,352,1017,540,477,123,720,174
2014-12,1000718-004,彰化縣二水鄉,五伯村,277,793,416,377,99,541,153
2014-12,1000718-012,彰化縣二水鄉,修仁村,290,906,470,436,87,632,187
2014-12,1000718-015,彰化縣二水鄉,倡和村,256,665,361,304,66,449,150
2014-12,1000718-005,彰化縣二水鄉,光化村,392,1135,562,573,127,811,197
2014-12,1000718-017,彰化縣二水鄉,十五村,240,811,439,372,88,578,145
2014-12,1000718-001,彰化縣二水鄉,合和村,316,960,526,434,70,711,179
2014-12,1000718-013,彰化縣二水鄉,合興村,281,817,428,389,84,529,204
2014-12,1000718-011,彰化縣二水鄉,大園村,306,959,493,466,116,655,188
2014-12,1000718-016,彰化縣二水鄉,復興村,387,1217,636,581,124,852,241
2014-12,1000718-010,彰化縣二水鄉,惠民村,358,967,513,454,78,652,237
2014-12,1000718-006,彰化縣二水鄉,文化村,401,1184,579,605,131,892,161
2014-12,1000718-014,彰化縣二水鄉,源泉村,256,752,391,361,81,516,155
2014-12,1000718-008,彰化縣二水鄉,聖化村,198,552,293,259,63,361,128
2014-12,1000718-009,彰化縣二水鄉,裕民村,396,1181,610,571,126,872,183
2014-12,1000718-003,彰化縣二水鄉,過圳村,245,757,405,352,89,513,155
2014-12,1000719-005,彰化縣北斗鎮,七星里,521,1773,913,860,229,1304,240
2014-12,1000719-009,彰化縣北斗鎮,中和里,442,1520,772,748,214,1112,194
2014-12,1000719-012,彰化縣北斗鎮,中寮里,900,3138,1630,1508,449,2275,414
2014-12,1000719-004,彰化縣北斗鎮,五權里,254,841,428,413,112,590,139
2014-12,1000719-001,彰化縣北斗鎮,光復里,680,2084,1006,1078,377,1472,235
2014-12,1000719-015,彰化縣北斗鎮,大新里,647,2067,1053,1014,231,1610,226
2014-12,1000719-013,彰化縣北斗鎮,大道里,674,2243,1137,1106,339,1562,342
2014-12,1000719-006,彰化縣北斗鎮,居仁里,528,1576,815,761,230,1077,269
2014-12,1000719-008,彰化縣北斗鎮,文昌里,1189,3556,1764,1792,505,2746,305
2014-12,1000719-002,彰化縣北斗鎮,新政里,382,978,476,502,144,667,167
2014-12,1000719-014,彰化縣北斗鎮,新生里,689,2363,1199,1164,298,1771,294
2014-12,1000719-007,彰化縣北斗鎮,東光里,842,2667,1346,1321,418,1955,294
2014-12,1000719-011,彰化縣北斗鎮,西安里,634,1926,975,951,274,1338,314
2014-12,1000719-010,彰化縣北斗鎮,西德里,1776,5751,2887,2864,930,4253,568
2014-12,1000719-003,彰化縣北斗鎮,重慶里,240,715,370,345,96,505,114
2014-12,1000720-005,彰化縣二林鎮,中西里,524,2142,1110,1032,373,1440,329
2014-12,1000720-004,彰化縣二林鎮,北平里,1135,3755,1893,1862,606,2678,471
2014-12,1000720-002,彰化縣二林鎮,南光里,1236,4411,2238,2173,1023,2908,480
2014-12,1000720-024,彰化縣二林鎮,原斗里,429,1494,763,731,144,1068,282
2014-12,1000720-008,彰化縣二林鎮,外竹里,337,1198,647,551,146,806,246
2014-12,1000720-023,彰化縣二林鎮,大永里,280,1089,565,524,84,798,207
2014-12,1000720-006,彰化縣二林鎮,廣興里,465,1635,842,793,204,1124,307
2014-12,1000720-011,彰化縣二林鎮,後厝里,1151,3863,1945,1918,629,2828,406
2014-12,1000720-027,彰化縣二林鎮,復豐里,212,858,452,406,82,610,166
2014-12,1000720-015,彰化縣二林鎮,振興里,388,1559,829,730,214,1106,239
2014-12,1000720-021,彰化縣二林鎮,東勢里,303,1160,609,551,110,818,232
2014-12,1000720-001,彰化縣二林鎮,東和里,822,2585,1324,1261,363,1833,389
2014-12,1000720-010,彰化縣二林鎮,東興里,517,1851,972,879,267,1327,257
2014-12,1000720-026,彰化縣二林鎮,東華里,341,1152,600,552,95,842,215
2014-12,1000720-019,彰化縣二林鎮,梅芳里,342,1280,666,614,124,909,247
2014-12,1000720-017,彰化縣二林鎮,永興里,494,1749,912,837,167,1280,302
2014-12,1000720-009,彰化縣二林鎮,興華里,370,1373,708,665,149,990,234
2014-12,1000720-020,彰化縣二林鎮,華崙里,1266,4361,2254,2107,416,3249,696
2014-12,1000720-022,彰化縣二林鎮,萬合里,396,1384,728,656,132,949,303
2014-12,1000720-016,彰化縣二林鎮,萬興里,254,939,495,444,121,651,167
2014-12,1000720-003,彰化縣二林鎮,西平里,497,1753,869,884,310,1181,262
2014-12,1000720-018,彰化縣二林鎮,西庄里,441,1515,788,727,161,1101,253
2014-12,1000720-025,彰化縣二林鎮,西斗里,330,1286,622,664,130,939,217
2014-12,1000720-012,彰化縣二林鎮,豐田里,847,3095,1590,1505,500,2163,432
2014-12,1000720-014,彰化縣二林鎮,趙甲里,506,1904,1014,890,212,1341,351
2014-12,1000720-013,彰化縣二林鎮,頂厝里,552,1656,898,758,187,1197,272
2014-12,1000720-007,彰化縣二林鎮,香田里,378,1283,697,586,164,845,274
2014-12,1000721-017,彰化縣田尾鄉,仁里村,534,1972,1035,937,262,1420,290
2014-12,1000721-011,彰化縣田尾鄉,北曾村,539,1886,939,947,287,1403,196
2014-12,1000721-007,彰化縣田尾鄉,北鎮村,392,1343,684,659,140,1027,176
2014-12,1000721-010,彰化縣田尾鄉,南曾村,446,1627,849,778,222,1200,205
2014-12,1000721-008,彰化縣田尾鄉,南鎮村,221,781,411,370,121,519,141
2014-12,1000721-013,彰化縣田尾鄉,打簾村,485,2149,1094,1055,299,1557,293
2014-12,1000721-018,彰化縣田尾鄉,新厝村,103,302,161,141,23,225,54
2014-12,1000721-009,彰化縣田尾鄉,新生村,444,1585,811,774,241,1148,196
2014-12,1000721-006,彰化縣田尾鄉,新興村,343,1322,699,623,159,958,205
2014-12,1000721-014,彰化縣田尾鄉,柳鳳村,285,1122,598,524,127,830,165
2014-12,1000721-020,彰化縣田尾鄉,正義村,309,1076,556,520,141,809,126
2014-12,1000721-016,彰化縣田尾鄉,海豐村,510,1705,925,780,181,1218,306
2014-12,1000721-012,彰化縣田尾鄉,溪畔村,425,1455,754,701,198,1046,211
2014-12,1000721-019,彰化縣田尾鄉,溪頂村,250,745,399,346,86,526,133
2014-12,1000721-001,彰化縣田尾鄉,田尾村,452,1533,815,718,194,1097,242
2014-12,1000721-004,彰化縣田尾鄉,睦宜村,357,1310,691,619,169,951,190
2014-12,1000721-005,彰化縣田尾鄉,福田村,285,922,503,419,89,626,207
2014-12,1000721-002,彰化縣田尾鄉,豐田村,258,854,435,419,96,650,108
2014-12,1000721-015,彰化縣田尾鄉,陸豐村,295,1064,556,508,115,772,177
2014-12,1000721-003,彰化縣田尾鄉,饒平村,909,3081,1529,1552,510,2249,322
2014-12,1000722-015,彰化縣埤頭鄉,中和村,509,1741,880,861,243,1237,261
2014-12,1000722-010,彰化縣埤頭鄉,元埔村,189,686,363,323,77,479,130
2014-12,1000722-007,彰化縣埤頭鄉,合興村,1206,4066,2050,2016,625,2922,519
2014-12,1000722-001,彰化縣埤頭鄉,和豊村,845,2933,1496,1437,372,2139,422
2014-12,1000722-003,彰化縣埤頭鄉,埤頭村,537,2029,1077,952,279,1453,297
2014-12,1000722-017,彰化縣埤頭鄉,大湖村,345,1130,596,534,155,783,192
2014-12,1000722-005,彰化縣埤頭鄉,崙子村,461,1582,802,780,259,1119,204
2014-12,1000722-009,彰化縣埤頭鄉,崙腳村,231,869,447,422,118,602,149
2014-12,1000722-008,彰化縣埤頭鄉,平原村,731,2524,1305,1219,383,1814,327
2014-12,1000722-016,彰化縣埤頭鄉,庄內村,358,1274,666,608,183,888,203
2014-12,1000722-012,彰化縣埤頭鄉,新庄村,379,1292,697,595,135,878,279
2014-12,1000722-006,彰化縣埤頭鄉,永豊村,510,1902,990,912,256,1333,313
2014-12,1000722-014,彰化縣埤頭鄉,竹圍村,396,1287,673,614,172,936,179
2014-12,1000722-002,彰化縣埤頭鄉,興農村,598,2062,1083,979,262,1506,294
2014-12,1000722-011,彰化縣埤頭鄉,芙朝村,525,1887,989,898,267,1267,353
2014-12,1000722-004,彰化縣埤頭鄉,豊崙村,780,2834,1525,1309,377,2087,370
2014-12,1000722-013,彰化縣埤頭鄉,陸嘉村,286,947,509,438,95,686,166
2014-12,1000723-006,彰化縣芳苑鄉,三合村,759,2583,1336,1247,359,1878,346
2014-12,1000723-011,彰化縣芳苑鄉,三成村,330,1165,615,550,78,808,279
2014-12,1000723-008,彰化縣芳苑鄉,五俊村,185,570,319,251,61,385,124
2014-12,1000723-003,彰化縣芳苑鄉,仁愛村,298,883,466,417,74,572,237
2014-12,1000723-004,彰化縣芳苑鄉,信義村,236,688,370,318,86,417,185
2014-12,1000723-016,彰化縣芳苑鄉,博愛村,239,809,413,396,89,533,187
2014-12,1000723-017,彰化縣芳苑鄉,和平村,268,904,467,437,95,628,181
2014-12,1000723-024,彰化縣芳苑鄉,崙腳村,241,907,471,436,108,645,154
2014-12,1000723-023,彰化縣芳苑鄉,建平村,693,2532,1360,1172,285,1846,401
2014-12,1000723-005,彰化縣芳苑鄉,後寮村,347,1164,583,581,137,825,202
2014-12,1000723-022,彰化縣芳苑鄉,文津村,326,1228,680,548,118,899,211
2014-12,1000723-020,彰化縣芳苑鄉,新寶村,558,1996,1045,951,265,1413,318
2014-12,1000723-025,彰化縣芳苑鄉,新生村,428,1669,902,767,219,1181,269
2014-12,1000723-014,彰化縣芳苑鄉,新街村,340,963,566,397,72,633,258
2014-12,1000723-018,彰化縣芳苑鄉,民生村,242,774,398,376,65,535,174
2014-12,1000723-007,彰化縣芳苑鄉,永興村,455,1658,876,782,185,1136,337
2014-12,1000723-026,彰化縣芳苑鄉,漢寶村,1009,3818,1987,1831,478,2936,404
2014-12,1000723-015,彰化縣芳苑鄉,王功村,707,2557,1309,1248,333,1769,455
2014-12,1000723-012,彰化縣芳苑鄉,福榮村,229,677,368,309,44,432,201
2014-12,1000723-019,彰化縣芳苑鄉,興仁村,446,1546,822,724,164,1068,314
2014-12,1000723-002,彰化縣芳苑鄉,芳中村,197,505,269,236,61,278,166
2014-12,1000723-001,彰化縣芳苑鄉,芳苑村,375,1152,609,543,126,744,282
2014-12,1000723-021,彰化縣芳苑鄉,草湖村,476,1704,920,784,172,1262,270
2014-12,1000723-009,彰化縣芳苑鄉,路上村,244,799,441,358,67,507,225
2014-12,1000723-010,彰化縣芳苑鄉,路平村,267,833,445,388,51,601,181
2014-12,1000723-013,彰化縣芳苑鄉,頂廍村,221,660,361,299,35,462,163
2014-12,1000724-015,彰化縣大城鄉,三豐村,254,831,465,366,96,523,212
2014-12,1000724-002,彰化縣大城鄉,上山村,375,1295,714,581,120,906,269
2014-12,1000724-010,彰化縣大城鄉,公館村,413,1258,687,571,117,818,323
2014-12,1000724-005,彰化縣大城鄉,大城村,348,1214,639,575,138,865,211
2014-12,1000724-007,彰化縣大城鄉,山腳村,455,1549,855,694,179,1036,334
2014-12,1000724-003,彰化縣大城鄉,東城村,447,1598,826,772,208,1118,272
2014-12,1000724-012,彰化縣大城鄉,東港村,415,1476,791,685,205,1005,266
2014-12,1000724-008,彰化縣大城鄉,永和村,258,831,462,369,97,564,170
2014-12,1000724-001,彰化縣大城鄉,潭墘村,462,1343,738,605,125,846,372
2014-12,1000724-011,彰化縣大城鄉,臺西村,345,1064,585,479,105,719,240
2014-12,1000724-006,彰化縣大城鄉,菜寮村,355,1320,724,596,149,892,279
2014-12,1000724-004,彰化縣大城鄉,西城村,286,1054,554,500,150,713,191
2014-12,1000724-013,彰化縣大城鄉,西港村,338,1054,574,480,80,714,260
2014-12,1000724-014,彰化縣大城鄉,豐美村,305,1105,577,528,173,733,199
2014-12,1000724-009,彰化縣大城鄉,頂庄村,279,805,462,343,68,529,208
2014-12,1000725-005,彰化縣竹塘鄉,五庄村,519,1914,1011,903,288,1331,295
2014-12,1000725-012,彰化縣竹塘鄉,內新村,216,726,392,334,74,491,161
2014-12,1000725-011,彰化縣竹塘鄉,土庫村,244,805,445,360,81,537,187
2014-12,1000725-003,彰化縣竹塘鄉,小西村,266,933,491,442,117,608,208
2014-12,1000725-008,彰化縣竹塘鄉,新廣村,406,1410,762,648,173,910,327
2014-12,1000725-006,彰化縣竹塘鄉,樹腳村,229,815,447,368,115,550,150
2014-12,1000725-004,彰化縣竹塘鄉,民靖村,277,940,478,462,130,637,173
2014-12,1000725-014,彰化縣竹塘鄉,永安村,226,676,377,299,71,426,179
2014-12,1000725-009,彰化縣竹塘鄉,溪墘村,195,583,329,254,54,382,147
2014-12,1000725-007,彰化縣竹塘鄉,田頭村,332,1308,690,618,207,877,224
2014-12,1000725-001,彰化縣竹塘鄉,竹元村,418,1393,704,689,220,942,231
2014-12,1000725-002,彰化縣竹塘鄉,竹塘村,703,2402,1188,1214,438,1632,332
2014-12,1000725-010,彰化縣竹塘鄉,竹林村,289,998,540,458,132,676,190
2014-12,1000725-013,彰化縣竹塘鄉,長安村,299,960,506,454,144,612,204
2014-12,1000726-016,彰化縣溪州鄉,三圳村,413,1494,771,723,206,1002,286
2014-12,1000726-019,彰化縣溪州鄉,三條村,297,1067,572,495,133,705,229
2014-12,1000726-006,彰化縣溪州鄉,圳寮村,472,1790,953,837,229,1284,277
2014-12,1000726-005,彰化縣溪州鄉,坑厝村,253,849,447,402,114,581,154
2014-12,1000726-015,彰化縣溪州鄉,大庄村,634,2308,1254,1054,286,1647,375
2014-12,1000726-014,彰化縣溪州鄉,尾厝村,644,2167,1106,1061,328,1605,234
2014-12,1000726-010,彰化縣溪州鄉,張厝村,247,875,463,412,98,603,174
2014-12,1000726-012,彰化縣溪州鄉,成功村,649,2259,1219,1040,299,1632,328
2014-12,1000726-017,彰化縣溪州鄉,東州村,698,2327,1193,1134,336,1600,391
2014-12,1000726-003,彰化縣溪州鄉,柑園村,391,1415,741,674,203,1012,200
2014-12,1000726-018,彰化縣溪州鄉,榮光村,312,998,526,472,116,740,142
2014-12,1000726-004,彰化縣溪州鄉,水尾村,470,1815,927,888,274,1264,277
2014-12,1000726-001,彰化縣溪州鄉,溪厝村,626,2176,1129,1047,266,1507,403
2014-12,1000726-011,彰化縣溪州鄉,溪州村,651,1889,970,919,246,1346,297
2014-12,1000726-007,彰化縣溪州鄉,潮洋村,304,1059,561,498,136,724,199
2014-12,1000726-008,彰化縣溪州鄉,瓦厝村,372,1081,568,513,127,774,180
2014-12,1000726-002,彰化縣溪州鄉,舊眉村,459,1671,824,847,191,1208,272
2014-12,1000726-013,彰化縣溪州鄉,菜公村,298,1021,560,461,123,698,200
2014-12,1000726-009,彰化縣溪州鄉,西畔村,693,2492,1337,1155,283,1785,424
2014-12,1000801-016,南投縣南投市,三和里,1192,3514,1742,1772,520,2406,588
2014-12,1000801-003,南投縣南投市,三民里,366,1035,501,534,120,756,159
2014-12,1000801-015,南投縣南投市,三興里,2159,6609,3315,3294,1023,4999,587
2014-12,1000801-004,南投縣南投市,仁和里,217,606,292,314,61,442,103
2014-12,1000801-033,南投縣南投市,光明里,578,1321,610,711,115,702,504
2014-12,1000801-032,南投縣南投市,光榮里,627,1439,721,718,95,804,540
2014-12,1000801-031,南投縣南投市,光華里,480,1158,541,617,136,632,390
2014-12,1000801-034,南投縣南投市,光輝里,236,723,344,379,154,461,108
2014-12,1000801-030,南投縣南投市,內新里,545,1795,986,809,264,1279,252
2014-12,1000801-029,南投縣南投市,內興里,2595,8039,4001,4038,1298,5997,744
2014-12,1000801-014,南投縣南投市,千秋里,364,1208,618,590,141,897,170
2014-12,1000801-005,南投縣南投市,南投里,274,716,352,364,83,517,116
2014-12,1000801-018,南投縣南投市,嘉和里,1811,5243,2632,2611,727,4031,485
2014-12,1000801-017,南投縣南投市,嘉興里,783,2496,1293,1203,296,1880,320
2014-12,1000801-007,南投縣南投市,崇文里,432,1217,611,606,180,853,184
2014-12,1000801-012,南投縣南投市,平和里,2611,7115,3458,3657,862,5449,804
2014-12,1000801-023,南投縣南投市,平山里,2082,6341,3118,3223,801,5009,531
2014-12,1000801-002,南投縣南投市,康壽里,644,1730,838,892,230,1250,250
2014-12,1000801-006,南投縣南投市,彰仁里,182,485,242,243,75,307,103
2014-12,1000801-013,南投縣南投市,振興里,790,2464,1295,1169,309,1797,358
2014-12,1000801-024,南投縣南投市,新興里,1908,5950,2997,2953,849,4659,442
2014-12,1000801-011,南投縣南投市,東山里,168,488,266,222,67,328,93
2014-12,1000801-020,南投縣南投市,永興里,274,952,518,434,119,685,148
2014-12,1000801-025,南投縣南投市,永豐里,1071,3310,1708,1602,409,2589,312
2014-12,1000801-009,南投縣南投市,漳和里,2720,8431,4236,4195,1116,6489,826
2014-12,1000801-008,南投縣南投市,漳興里,1051,3108,1547,1561,370,2384,354
2014-12,1000801-027,南投縣南投市,營北里,2479,7407,3640,3767,1261,5335,811
2014-12,1000801-028,南投縣南投市,營南里,869,2766,1441,1325,330,2087,349
2014-12,1000801-019,南投縣南投市,福山里,685,2273,1188,1085,252,1700,321
2014-12,1000801-026,南投縣南投市,福興里,1144,3416,1725,1691,398,2632,386
2014-12,1000801-010,南投縣南投市,軍功里,1803,5696,2825,2871,951,4234,511
2014-12,1000801-022,南投縣南投市,鳳山里,431,1314,728,586,114,917,283
2014-12,1000801-021,南投縣南投市,鳳鳴里,270,801,435,366,69,559,173
2014-12,1000801-001,南投縣南投市,龍泉里,428,1148,562,586,139,821,188
2014-12,1000802-022,南投縣埔里鎮,一新里,263,1103,470,633,53,884,166
2014-12,1000802-030,南投縣埔里鎮,北安里,1339,4022,1952,2070,602,2983,437
2014-12,1000802-032,南投縣埔里鎮,北梅里,1345,3931,1952,1979,612,2962,357
2014-12,1000802-004,南投縣埔里鎮,北門里,1127,3057,1553,1504,416,2269,372
2014-12,1000802-017,南投縣埔里鎮,南村里,531,1648,855,793,233,1208,207
2014-12,1000802-002,南投縣埔里鎮,南門里,379,973,498,475,76,681,216
2014-12,1000802-024,南投縣埔里鎮,史港里,239,688,365,323,46,511,131
2014-12,1000802-029,南投縣埔里鎮,合成里,619,1993,1021,972,271,1447,275
2014-12,1000802-005,南投縣埔里鎮,同聲里,963,2716,1332,1384,291,2058,367
2014-12,1000802-021,南投縣埔里鎮,向善里,265,758,413,345,58,558,142
2014-12,1000802-008,南投縣埔里鎮,大城里,2493,6885,3364,3521,797,5177,911
2014-12,1000802-027,南投縣埔里鎮,大湳里,653,1830,910,920,239,1357,234
2014-12,1000802-023,南投縣埔里鎮,廣成里,474,1356,707,649,126,972,258
2014-12,1000802-018,南投縣埔里鎮,愛蘭里,618,1775,868,907,233,1339,203
2014-12,1000802-016,南投縣埔里鎮,成功里,139,390,220,170,37,263,90
2014-12,1000802-020,南投縣埔里鎮,房里里,513,1647,854,793,225,1230,192
2014-12,1000802-001,南投縣埔里鎮,東門里,1275,3265,1636,1629,358,2314,593
2014-12,1000802-031,南投縣埔里鎮,杷城里,1091,3231,1619,1612,458,2408,365
2014-12,1000802-010,南投縣埔里鎮,枇杷里,3170,8966,4464,4502,1303,6772,891
2014-12,1000802-015,南投縣埔里鎮,桃米里,472,1187,644,543,105,904,178
2014-12,1000802-011,南投縣埔里鎮,水頭里,1525,4460,2279,2181,611,3374,475
2014-12,1000802-033,南投縣埔里鎮,泰安里,898,2633,1293,1340,343,1994,296
2014-12,1000802-007,南投縣埔里鎮,清新里,1585,4408,2210,2198,525,3315,568
2014-12,1000802-014,南投縣埔里鎮,溪南里,410,1371,667,704,221,1001,149
2014-12,1000802-026,南投縣埔里鎮,牛眠里,1105,3409,1732,1677,433,2503,473
2014-12,1000802-013,南投縣埔里鎮,珠格里,418,1318,715,603,162,977,179
2014-12,1000802-025,南投縣埔里鎮,福興里,415,1180,591,589,125,861,194
2014-12,1000802-009,南投縣埔里鎮,籃城里,359,1089,571,518,105,832,152
2014-12,1000802-006,南投縣埔里鎮,薰化里,501,1298,628,670,131,921,246
2014-12,1000802-028,南投縣埔里鎮,蜈蚣里,1124,3155,1639,1516,363,2353,439
2014-12,1000802-003,南投縣埔里鎮,西門里,1363,3923,1945,1978,569,2784,570
2014-12,1000802-019,南投縣埔里鎮,鐵山里,747,2129,1083,1046,328,1565,236
2014-12,1000802-012,南投縣埔里鎮,麒麟里,441,1227,653,574,118,922,187
2014-12,1000803-012,南投縣草屯鎮,上林里,1170,3586,1831,1755,382,2797,407
2014-12,1000803-018,南投縣草屯鎮,中原里,733,2485,1278,1207,328,1797,360
2014-12,1000803-025,南投縣草屯鎮,中山里,1033,2944,1444,1500,515,1998,431
2014-12,1000803-024,南投縣草屯鎮,中正里,315,812,419,393,77,602,133
2014-12,1000803-016,南投縣草屯鎮,加老里,778,2662,1371,1291,294,2033,335
2014-12,1000803-017,南投縣草屯鎮,北勢里,705,2330,1235,1095,251,1706,373
2014-12,1000803-014,南投縣草屯鎮,北投里,1026,3315,1702,1613,391,2604,320
2014-12,1000803-019,南投縣草屯鎮,南埔里,1542,4925,2524,2401,620,3760,545
2014-12,1000803-003,南投縣草屯鎮,和平里,516,1486,754,732,236,1010,240
2014-12,1000803-020,南投縣草屯鎮,土城里,640,1943,1018,925,210,1463,270
2014-12,1000803-021,南投縣草屯鎮,坪頂里,399,1216,654,562,124,884,208
2014-12,1000803-006,南投縣草屯鎮,富寮里,2643,7858,3882,3976,1278,5908,672
2014-12,1000803-005,南投縣草屯鎮,山腳里,3054,8736,4274,4462,1009,6931,796
2014-12,1000803-023,南投縣草屯鎮,平林里,395,1268,650,618,130,938,200
2014-12,1000803-007,南投縣草屯鎮,御史里,2357,7209,3631,3578,897,5510,802
2014-12,1000803-011,南投縣草屯鎮,復興里,1061,3514,1815,1699,408,2610,496
2014-12,1000803-004,南投縣草屯鎮,敦和里,2490,7755,3878,3877,1054,5895,806
2014-12,1000803-027,南投縣草屯鎮,新厝里,1365,3915,1888,2027,671,2733,511
2014-12,1000803-013,南投縣草屯鎮,新庄里,1295,4028,2112,1916,470,3081,477
2014-12,1000803-008,南投縣草屯鎮,新豐里,1479,4794,2470,2324,620,3557,617
2014-12,1000803-026,南投縣草屯鎮,明正里,1617,4648,2275,2373,589,3507,552
2014-12,1000803-002,南投縣草屯鎮,炎峰里,990,2648,1291,1357,418,1835,395
2014-12,1000803-001,南投縣草屯鎮,玉峰里,896,2585,1257,1328,338,1975,272
2014-12,1000803-015,南投縣草屯鎮,石川里,559,1781,945,836,211,1366,204
2014-12,1000803-009,南投縣草屯鎮,碧峰里,1666,5274,2681,2593,756,4002,516
2014-12,1000803-010,南投縣草屯鎮,碧洲里,884,2753,1383,1370,310,2126,317
2014-12,1000803-022,南投縣草屯鎮,雙冬里,920,2739,1457,1282,339,1972,428
2014-12,1000804-006,南投縣竹山鎮,下坪里,513,1476,769,707,209,1078,189
2014-12,1000804-008,南投縣竹山鎮,中和里,377,1137,622,515,114,808,215
2014-12,1000804-017,南投縣竹山鎮,中央里,511,1454,778,676,105,974,375
2014-12,1000804-003,南投縣竹山鎮,中山里,1951,5451,2745,2706,684,4000,767
2014-12,1000804-009,南投縣竹山鎮,中崎里,579,1630,833,797,193,1205,232
2014-12,1000804-002,南投縣竹山鎮,中正里,311,773,381,392,83,544,146
2014-12,1000804-024,南投縣竹山鎮,坪頂里,202,544,295,249,61,376,107
2014-12,1000804-019,南投縣竹山鎮,大鞍里,258,491,269,222,54,358,79
2014-12,1000804-018,南投縣竹山鎮,富州里,263,743,413,330,76,481,186
2014-12,1000804-015,南投縣竹山鎮,山崇里,739,2193,1153,1040,236,1578,379
2014-12,1000804-014,南投縣竹山鎮,延和里,2028,6062,3031,3031,959,4490,613
2014-12,1000804-013,南投縣竹山鎮,延山里,361,999,531,468,107,722,170
2014-12,1000804-011,南投縣竹山鎮,延平里,1221,3577,1850,1727,446,2629,502
2014-12,1000804-012,南投縣竹山鎮,延正里,651,2006,1054,952,229,1449,328
2014-12,1000804-027,南投縣竹山鎮,延祥里,1445,4348,2201,2147,549,3307,492
2014-12,1000804-010,南投縣竹山鎮,德興里,359,1067,537,530,108,757,202
2014-12,1000804-007,南投縣竹山鎮,桂林里,1527,4485,2289,2196,623,3280,582
2014-12,1000804-025,南投縣竹山鎮,桶頭里,403,1086,609,477,108,748,230
2014-12,1000804-023,南投縣竹山鎮,瑞竹里,284,715,411,304,69,491,155
2014-12,1000804-020,南投縣竹山鎮,田子里,266,711,379,332,56,499,156
2014-12,1000804-005,南投縣竹山鎮,硘󿾨里,714,2073,1050,1023,286,1552,235
2014-12,1000804-016,南投縣竹山鎮,社寮里,464,1562,809,753,224,1103,235
2014-12,1000804-021,南投縣竹山鎮,福興里,268,699,369,330,75,506,118
2014-12,1000804-026,南投縣竹山鎮,秀林里,306,856,480,376,96,598,162
2014-12,1000804-028,南投縣竹山鎮,竹圍里,1031,2838,1376,1462,308,2155,375
2014-12,1000804-001,南投縣竹山鎮,竹山里,963,2448,1221,1227,268,1773,407
2014-12,1000804-004,南投縣竹山鎮,雲林里,1585,4262,2126,2136,534,3109,619
2014-12,1000804-022,南投縣竹山鎮,鯉魚里,375,976,539,437,75,694,207
2014-12,1000805-008,南投縣集集鎮,八張里,650,1733,899,834,178,1273,282
