年月,村里代碼,區域,村里,戶數,人口,男性人口,女性人口,未滿15歲,15-65歲,超過65歲
2014-12,6402400-003,高雄市路竹區,新達里,474,1473,775,698,184,1067,222
2014-12,6402400-007,高雄市路竹區,甲北里,727,2472,1272,1200,302,1806,364
2014-12,6402400-008,高雄市路竹區,甲南里,1135,3847,2002,1845,456,2897,494
2014-12,6402400-018,高雄市路竹區,社中里,363,1032,550,482,98,756,178
2014-12,6402400-020,高雄市路竹區,社南里,1694,4966,2497,2469,528,4036,402
2014-12,6402400-017,高雄市路竹區,社東里,699,2022,1060,962,200,1524,298
2014-12,6402400-006,高雄市路竹區,社西里,917,2627,1343,1284,298,1974,355
2014-12,6402400-019,高雄市路竹區,竹南里,1196,3524,1720,1804,644,2436,444
2014-12,6402400-010,高雄市路竹區,竹園里,643,2091,1127,964,204,1598,289
2014-12,6402400-011,高雄市路竹區,竹東里,1399,4377,2197,2180,866,3117,394
2014-12,6402400-001,高雄市路竹區,竹滬里,1181,3855,1953,1902,601,2854,400
2014-12,6402400-012,高雄市路竹區,竹西里,859,2876,1498,1378,486,2058,332
2014-12,6402400-002,高雄市路竹區,頂寮里,464,1458,759,699,217,1029,212
2014-12,6402400-016,高雄市路竹區,鴨寮里,758,2365,1218,1147,399,1731,235
2014-12,6402500-011,高雄市湖內區,中賢里,870,2429,1232,1197,253,1845,331
2014-12,6402500-004,高雄市湖內區,公舘里,890,2586,1330,1256,371,1955,260
2014-12,6402500-002,高雄市湖內區,劉家里,413,1195,635,560,115,887,193
2014-12,6402500-006,高雄市湖內區,大湖里,1456,4104,2099,2005,496,3178,430
2014-12,6402500-003,高雄市湖內區,太爺里,353,938,503,435,92,695,151
2014-12,6402500-013,高雄市湖內區,忠興里,297,829,443,386,85,603,141
2014-12,6402500-010,高雄市湖內區,文賢里,453,1355,682,673,151,997,207
2014-12,6402500-009,高雄市湖內區,海埔里,675,2137,1085,1052,215,1622,300
2014-12,6402500-001,高雄市湖內區,海山里,441,1307,682,625,127,925,255
2014-12,6402500-008,高雄市湖內區,湖內里,1463,4242,2178,2064,558,3349,335
2014-12,6402500-014,高雄市湖內區,湖東里,1168,2915,1425,1490,310,2347,258
2014-12,6402500-007,高雄市湖內區,田尾里,419,1199,607,592,116,887,196
2014-12,6402500-005,高雄市湖內區,葉厝里,971,2897,1482,1415,384,2228,285
2014-12,6402500-012,高雄市湖內區,逸賢里,477,1266,667,599,138,964,164
2014-12,6402600-007,高雄市茄萣區,保定里,1117,3399,1754,1645,338,2593,468
2014-12,6402600-008,高雄市茄萣區,光定里,397,1176,618,558,114,866,196
2014-12,6402600-010,高雄市茄萣區,吉定里,478,1377,711,666,157,1017,203
2014-12,6402600-014,高雄市茄萣區,和協里,462,1366,716,650,177,966,223
2014-12,6402600-005,高雄市茄萣區,嘉安里,633,1999,1019,980,225,1579,195
2014-12,6402600-006,高雄市茄萣區,嘉定里,503,1384,731,653,140,988,256
2014-12,6402600-011,高雄市茄萣區,嘉樂里,679,2315,1166,1149,253,1777,285
2014-12,6402600-012,高雄市茄萣區,嘉泰里,456,1368,696,672,153,992,223
2014-12,6402600-013,高雄市茄萣區,嘉福里,418,1179,632,547,119,886,174
2014-12,6402600-004,高雄市茄萣區,嘉賜里,1392,4324,2224,2100,576,3366,382
2014-12,6402600-009,高雄市茄萣區,大定里,451,1331,721,610,109,1021,201
2014-12,6402600-015,高雄市茄萣區,崎漏里,1928,5241,2729,2512,677,4052,512
2014-12,6402600-003,高雄市茄萣區,白雲里,720,1990,1012,978,217,1510,263
2014-12,6402600-001,高雄市茄萣區,福德里,376,1142,578,564,100,878,164
2014-12,6402600-002,高雄市茄萣區,萬福里,394,1099,575,524,137,815,147
2014-12,6402700-005,高雄市永安區,保寧里,1188,2984,1503,1481,391,2336,257
2014-12,6402700-003,高雄市永安區,新港里,1183,2788,1393,1395,278,2219,291
2014-12,6402700-001,高雄市永安區,永安里,780,1789,915,874,206,1345,238
2014-12,6402700-002,高雄市永安區,永華里,920,2153,1092,1061,231,1645,277
2014-12,6402700-006,高雄市永安區,維新里,1525,3995,1972,2023,573,3100,322
2014-12,6402700-004,高雄市永安區,鹽田里,210,439,232,207,47,327,65
2014-12,6402800-001,高雄市彌陀區,光和里,505,1496,756,740,199,1153,144
2014-12,6402800-012,高雄市彌陀區,南寮里,769,2522,1283,1239,336,1917,269
2014-12,6402800-003,高雄市彌陀區,彌仁里,254,676,356,320,79,473,124
2014-12,6402800-004,高雄市彌陀區,彌壽里,282,870,442,428,94,656,120
2014-12,6402800-005,高雄市彌陀區,彌陀里,667,2082,1069,1013,298,1506,278
2014-12,6402800-002,高雄市彌陀區,彌靖里,729,2187,1071,1116,297,1592,298
2014-12,6402800-007,高雄市彌陀區,文安里,800,2120,1110,1010,264,1593,263
2014-12,6402800-010,高雄市彌陀區,海尾里,351,1042,557,485,143,766,133
2014-12,6402800-011,高雄市彌陀區,漯底里,433,1349,690,659,172,1002,175
2014-12,6402800-006,高雄市彌陀區,舊港里,700,1900,1029,871,231,1451,218
2014-12,6402800-009,高雄市彌陀區,過港里,388,1148,581,567,145,855,148
2014-12,6402800-008,高雄市彌陀區,鹽埕里,823,2462,1330,1132,312,1861,289
2014-12,6402900-005,高雄市梓官區,中崙里,481,1374,709,665,201,1025,148
2014-12,6402900-009,高雄市梓官區,信蚵里,882,2610,1356,1254,294,2128,188
2014-12,6402900-015,高雄市梓官區,典寶里,1241,3226,1663,1563,299,2623,304
2014-12,6402900-010,高雄市梓官區,同安里,413,1207,629,578,171,900,136
2014-12,6402900-011,高雄市梓官區,大舍里,1433,4313,2260,2053,569,3268,476
2014-12,6402900-008,高雄市梓官區,智蚵里,1083,3286,1704,1582,339,2652,295
2014-12,6402900-001,高雄市梓官區,梓信里,881,2560,1305,1255,332,1953,275
2014-12,6402900-003,高雄市梓官區,梓和里,908,2803,1394,1409,400,2086,317
2014-12,6402900-004,高雄市梓官區,梓平里,544,1738,876,862,246,1333,159
2014-12,6402900-002,高雄市梓官區,梓義里,894,2415,1233,1182,288,1839,288
2014-12,6402900-007,高雄市梓官區,禮蚵里,815,2473,1268,1205,239,1935,299
2014-12,6402900-014,高雄市梓官區,茄苳里,909,2714,1410,1304,248,2192,274
2014-12,6402900-006,高雄市梓官區,赤崁里,742,2179,1158,1021,232,1699,248
2014-12,6402900-012,高雄市梓官區,赤東里,867,2566,1318,1248,219,2065,282
2014-12,6402900-013,高雄市梓官區,赤西里,336,920,499,421,96,740,84
2014-12,6403000-016,高雄市旗山區,三協里,927,2531,1332,1199,301,1854,376
2014-12,6403000-007,高雄市旗山區,上洲里,441,1149,607,542,73,830,246
2014-12,6403000-010,高雄市旗山區,中寮里,87,197,112,85,10,127,60
2014-12,6403000-005,高雄市旗山區,中正里,591,1791,968,823,198,1315,278
2014-12,6403000-019,高雄市旗山區,中洲里,390,985,531,454,70,675,240
2014-12,6403000-009,高雄市旗山區,南勝里,889,2509,1336,1173,199,1833,477
2014-12,6403000-020,高雄市旗山區,南洲里,579,1530,808,722,103,1060,367
2014-12,6403000-004,高雄市旗山區,圓富里,711,2098,1075,1023,197,1595,306
2014-12,6403000-018,高雄市旗山區,大山里,537,1448,774,674,118,996,334
2014-12,6403000-002,高雄市旗山區,大德里,1070,2927,1435,1492,371,2119,437
2014-12,6403000-006,高雄市旗山區,大林里,566,1645,901,744,151,1169,325
2014-12,6403000-001,高雄市旗山區,太平里,959,2687,1345,1342,350,1910,427
2014-12,6403000-021,高雄市旗山區,廣福里,285,729,402,327,91,508,130
2014-12,6403000-008,高雄市旗山區,新光里,353,948,520,428,79,632,237
2014-12,6403000-011,高雄市旗山區,東平里,874,2317,1221,1096,233,1672,412
2014-12,6403000-012,高雄市旗山區,東昌里,454,1213,620,593,110,883,220
2014-12,6403000-015,高雄市旗山區,永和里,1379,4107,2077,2030,621,2997,489
2014-12,6403000-003,高雄市旗山區,湄洲里,824,2024,1014,1010,226,1412,386
2014-12,6403000-014,高雄市旗山區,瑞吉里,844,2457,1209,1248,322,1795,340
2014-12,6403000-013,高雄市旗山區,竹峰里,755,1900,976,924,241,1355,304
2014-12,6403000-017,高雄市旗山區,鯤洲里,341,908,507,401,56,606,246
2014-12,6403100-011,高雄市美濃區,中圳里,874,2429,1216,1213,240,1745,444
2014-12,6403100-004,高雄市美濃區,中壇里,784,2422,1274,1148,233,1686,503
2014-12,6403100-002,高雄市美濃區,合和里,1048,2776,1443,1333,272,2003,501
2014-12,6403100-017,高雄市美濃區,吉和里,539,1651,889,762,169,1174,308
2014-12,6403100-018,高雄市美濃區,吉東里,669,2110,1092,1018,216,1508,386
2014-12,6403100-016,高雄市美濃區,吉洋里,736,2242,1204,1038,194,1593,455
2014-12,6403100-009,高雄市美濃區,廣德里,548,1593,850,743,161,1038,394
2014-12,6403100-019,高雄市美濃區,廣林里,643,1773,930,843,154,1211,408
2014-12,6403100-005,高雄市美濃區,德興里,575,1814,935,879,207,1259,348
2014-12,6403100-012,高雄市美濃區,東門里,565,1479,776,703,151,962,366
2014-12,6403100-013,高雄市美濃區,泰安里,672,1793,938,855,182,1234,377
2014-12,6403100-015,高雄市美濃區,清水里,673,2116,1101,1015,227,1491,398
2014-12,6403100-014,高雄市美濃區,瀰濃里,1039,2608,1338,1270,258,1739,611
2014-12,6403100-007,高雄市美濃區,獅山里,972,2920,1514,1406,310,2020,590
2014-12,6403100-003,高雄市美濃區,祿興里,1015,2963,1533,1430,320,2082,561
2014-12,6403100-001,高雄市美濃區,福安里,1060,2974,1561,1413,227,2093,654
2014-12,6403100-010,高雄市美濃區,興隆里,516,1370,752,618,105,918,347
2014-12,6403100-006,高雄市美濃區,龍山里,877,2496,1307,1189,238,1712,546
2014-12,6403100-008,高雄市美濃區,龍肚里,675,1729,933,796,128,1148,453
2014-12,6403200-009,高雄市六龜區,中興里,705,1720,926,794,180,1263,277
2014-12,6403200-006,高雄市六龜區,六龜里,493,1159,634,525,110,857,192
2014-12,6403200-012,高雄市六龜區,大津里,168,356,199,157,22,267,67
2014-12,6403200-010,高雄市六龜區,寶來里,487,1102,558,544,121,794,187
2014-12,6403200-011,高雄市六龜區,文武里,735,1805,991,814,206,1314,285
2014-12,6403200-001,高雄市六龜區,新威里,355,848,493,355,78,573,197
2014-12,6403200-003,高雄市六龜區,新寮里,294,718,385,333,73,489,156
2014-12,6403200-004,高雄市六龜區,新發里,530,1192,648,544,121,851,220
2014-12,6403200-002,高雄市六龜區,新興里,305,780,420,360,74,544,162
2014-12,6403200-007,高雄市六龜區,義寶里,515,1274,669,605,140,893,241
2014-12,6403200-008,高雄市六龜區,興龍里,396,1039,553,486,133,758,148
2014-12,6403200-005,高雄市六龜區,荖濃里,663,1670,908,762,172,1206,292
2014-12,6403300-003,高雄市甲仙區,和安里,330,786,402,384,69,576,141
2014-12,6403300-004,高雄市甲仙區,大田里,662,1887,1012,875,213,1426,248
2014-12,6403300-005,高雄市甲仙區,寶隆里,253,781,433,348,50,587,144
2014-12,6403300-007,高雄市甲仙區,小林里,240,623,338,285,71,480,72
2014-12,6403300-001,高雄市甲仙區,東安里,219,556,284,272,36,400,120
2014-12,6403300-002,高雄市甲仙區,西安里,403,1076,534,542,117,754,205
2014-12,6403300-006,高雄市甲仙區,關山里,265,711,398,313,66,507,138
2014-12,6403400-005,高雄市杉林區,上平里,754,1894,1012,882,154,1388,352
2014-12,6403400-008,高雄市杉林區,大愛里,832,2372,1257,1115,339,1735,298
2014-12,6403400-004,高雄市杉林區,新庄里,728,1790,959,831,143,1241,406
2014-12,6403400-006,高雄市杉林區,月眉里,710,1934,1057,877,150,1404,380
2014-12,6403400-007,高雄市杉林區,月美里,545,1439,785,654,138,1015,286
2014-12,6403400-002,高雄市杉林區,木梓里,320,785,441,344,58,578,149
2014-12,6403400-001,高雄市杉林區,杉林里,311,764,427,337,59,547,158
2014-12,6403400-003,高雄市杉林區,集來里,631,1553,883,670,121,1146,286
2014-12,6403500-014,高雄市內門區,三平里,267,793,433,360,78,584,131
2014-12,6403500-010,高雄市內門區,中埔里,230,662,357,305,64,461,137
2014-12,6403500-018,高雄市內門區,光興里,258,774,410,364,80,531,163
2014-12,6403500-012,高雄市內門區,內南里,153,462,262,200,39,344,79
2014-12,6403500-011,高雄市內門區,內東里,332,950,533,417,89,661,200
2014-12,6403500-016,高雄市內門區,內興里,217,687,394,293,65,510,112
2014-12,6403500-008,高雄市內門區,內豊里,462,1454,751,703,145,1067,242
2014-12,6403500-007,高雄市內門區,內門里,357,1141,591,550,113,811,217
2014-12,6403500-015,高雄市內門區,木柵里,241,708,407,301,64,519,125
2014-12,6403500-013,高雄市內門區,東埔里,181,571,309,262,49,428,94
2014-12,6403500-004,高雄市內門區,永吉里,179,478,268,210,31,346,101
2014-12,6403500-003,高雄市內門區,永富里,368,1143,613,530,111,869,163
2014-12,6403500-005,高雄市內門區,永興里,177,516,293,223,46,380,90
2014-12,6403500-001,高雄市內門區,溝坪里,352,1129,628,501,100,824,205
2014-12,6403500-017,高雄市內門區,瑞山里,160,372,202,170,22,267,83
2014-12,6403500-006,高雄市內門區,石坑里,190,587,304,283,56,438,93
2014-12,6403500-009,高雄市內門區,觀亭里,675,2014,1056,958,199,1423,392
2014-12,6403500-002,高雄市內門區,金竹里,264,737,413,324,60,545,132
2014-12,6403600-003,高雄市茂林區,多納里,185,605,290,315,116,447,42
2014-12,6403600-001,高雄市茂林區,茂林里,265,885,439,446,158,668,59
2014-12,6403600-002,高雄市茂林區,萬山里,134,425,219,206,56,320,49
2014-12,6403700-005,高雄市桃源區,勤和里,94,286,143,143,54,226,6
2014-12,6403700-002,高雄市桃源區,寶山里,178,515,279,236,37,446,32
2014-12,6403700-003,高雄市桃源區,建山里,212,774,388,386,133,599,42
2014-12,6403700-006,高雄市桃源區,復興里,111,359,191,168,65,272,22
2014-12,6403700-007,高雄市桃源區,拉芙蘭里,101,301,163,138,55,235,11
2014-12,6403700-001,高雄市桃源區,桃源里,290,989,524,465,195,726,68
2014-12,6403700-008,高雄市桃源區,梅山里,101,310,170,140,39,255,16
2014-12,6403700-004,高雄市桃源區,高中里,228,762,404,358,145,568,49
2014-12,6403800-003,高雄市那瑪夏區,南沙魯里,207,667,351,316,124,500,43
2014-12,6403800-002,高雄市那瑪夏區,瑪雅里,220,800,398,402,162,598,40
2014-12,6403800-001,高雄市那瑪夏區,達卡努瓦里,434,1737,913,824,363,1281,93
2014-12,6500100-092,新北市板橋區,中山里,1493,3917,1983,1934,520,2973,424
2014-12,6500100-010,新北市板橋區,中正里,1624,4638,2292,2346,619,3637,382
2014-12,6500100-058,新北市板橋區,九如里,1065,3053,1474,1579,430,2301,322
2014-12,6500100-123,新北市板橋區,五權里,1573,4500,2240,2260,637,3423,440
2014-12,6500100-081,新北市板橋區,仁愛里,1166,3349,1679,1670,417,2537,395
2014-12,6500100-034,新北市板橋區,仁翠里,1096,3091,1509,1582,357,2411,323
2014-12,6500100-026,新北市板橋區,介壽里,1203,3265,1572,1693,447,2438,380
2014-12,6500100-088,新北市板橋區,信義里,1680,4452,2203,2249,581,3417,454
2014-12,6500100-091,新北市板橋區,僑中里,1405,4300,2135,2165,490,3609,201
2014-12,6500100-060,新北市板橋區,光仁里,1037,3138,1551,1587,465,2329,344
2014-12,6500100-053,新北市板橋區,光復里,1269,3382,1704,1678,435,2605,342
2014-12,6500100-114,新北市板橋區,光榮里,985,2711,1337,1374,307,2066,338
2014-12,6500100-013,新北市板橋區,光華里,1104,2852,1419,1433,345,2155,352
2014-12,6500100-021,新北市板橋區,公舘里,1509,4261,2098,2163,654,3099,508
2014-12,6500100-036,新北市板橋區,吉翠里,1374,3964,1944,2020,508,3178,278
2014-12,6500100-082,新北市板橋區,和平里,1624,4059,1927,2132,873,2967,219
2014-12,6500100-014,新北市板橋區,國光里,1581,3960,1954,2006,392,3026,542
2014-12,6500100-073,新北市板橋區,國泰里,1464,3906,1859,2047,652,2863,391
2014-12,6500100-054,新北市板橋區,埔墘里,2540,6517,3112,3405,754,5151,612
2014-12,6500100-061,新北市板橋區,埤墘里,1670,4527,2178,2349,779,3336,412
2014-12,6500100-112,新北市板橋區,堂春里,1519,4649,2316,2333,701,3702,246
2014-12,6500100-094,新北市板橋區,大安里,1547,4415,2208,2207,571,3411,433
2014-12,6500100-125,新北市板橋區,大觀里,1332,3910,1911,1999,515,3197,198
2014-12,6500100-079,新北市板橋區,大豐里,1787,5043,2451,2592,709,3786,548
2014-12,6500100-033,新北市板橋區,宏翠里,2157,5023,2423,2600,658,4005,360
2014-12,6500100-107,新北市板橋區,富貴里,860,2353,1136,1217,257,1840,256
2014-12,6500100-120,新北市板橋區,居仁里,1180,3423,1671,1752,387,2774,262
2014-12,6500100-098,新北市板橋區,崑崙里,3687,10500,5149,5351,1706,8164,630
2014-12,6500100-045,新北市板橋區,嵐翠里,979,2691,1361,1330,332,2077,282
2014-12,6500100-023,新北市板橋區,幸福里,1523,4289,2129,2160,579,3231,479
2014-12,6500100-078,新北市板橋區,廣德里,2521,7046,3430,3616,1001,5407,638
2014-12,6500100-064,新北市板橋區,廣新里,1264,3829,1899,1930,603,2857,369
2014-12,6500100-083,新北市板橋區,廣福里,1567,4378,2156,2222,675,3409,294
2014-12,6500100-019,新北市板橋區,建國里,1418,3832,1875,1957,451,2922,459
2014-12,6500100-110,新北市板橋區,後埔里,1607,4028,1989,2039,535,3074,419
2014-12,6500100-093,新北市板橋區,復興里,345,1244,775,469,118,741,385
2014-12,6500100-037,新北市板橋區,德翠里,2672,7694,3744,3950,1228,6082,384
2014-12,6500100-044,新北市板橋區,忠翠里,4276,10889,5172,5717,1993,8190,706
2014-12,6500100-024,新北市板橋區,忠誠里,1652,4207,2057,2150,559,3042,606
2014-12,6500100-048,新北市板橋區,懷翠里,2238,6314,3136,3178,717,5052,545
2014-12,6500100-113,新北市板橋區,成和里,2408,6785,3367,3418,1193,5242,350
2014-12,6500100-052,新北市板橋區,振義里,1646,4414,2174,2240,509,3446,459
