cunli,adult2019,chilren2019,adult2020,chilren2020,adult2021,chilren2021,adult_diff,children_diff
花蓮縣新城鄉北埔村,3544,498,3597,485,3580,465,36,-33
花蓮縣新城鄉佳林村,878,110,883,106,864,100,-14,-10
花蓮縣新城鄉嘉里村,3406,566,3392,569,3323,533,-83,-33
花蓮縣新城鄉嘉新村,1079,154,1039,144,1033,135,-46,-19
花蓮縣新城鄉大漢村,2221,324,2165,314,2126,308,-95,-16
花蓮縣吉安鄉北昌村,6104,1288,6057,1379,5934,1390,-170,102
花蓮縣吉安鄉勝安村,4316,585,4278,573,4186,541,-130,-44
花蓮縣吉安鄉太昌村,3258,347,3228,362,3165,336,-93,-11
花蓮縣吉安鄉永安村,3573,303,3571,292,3547,281,-26,-22
花蓮縣吉安鄉慶豐村,6088,471,6046,479,6004,478,-84,7
花蓮縣吉安鄉吉安村,4632,448,4625,446,4584,417,-48,-31
花蓮縣吉安鄉福興村,2594,230,2575,233,2537,233,-57,3
花蓮縣吉安鄉南華村,1265,108,1247,97,1241,96,-24,-12
花蓮縣吉安鄉干城村,1131,85,1108,88,1091,94,-40,9
花蓮縣吉安鄉永興村,2474,258,2462,247,2457,253,-17,-5
花蓮縣吉安鄉稻香村,2806,327,2776,315,2740,310,-66,-17
花蓮縣吉安鄉南昌村,3669,536,3663,539,3616,557,-53,21
花蓮縣吉安鄉宜昌村,3381,471,3306,455,3262,450,-119,-21
花蓮縣吉安鄉仁里村,5077,528,5001,545,4937,495,-140,-33
花蓮縣吉安鄉東昌村,4800,387,4800,385,4766,398,-34,11
花蓮縣吉安鄉仁安村,2042,180,2049,160,2005,137,-37,-43
花蓮縣吉安鄉仁和村,3915,331,3867,347,3858,353,-57,22
花蓮縣吉安鄉光華村,1735,151,1735,139,1721,123,-14,-28
花蓮縣壽豐鄉樹湖村,280,20,277,18,271,19,-9,-1
花蓮縣壽豐鄉溪口村,791,69,784,63,776,60,-15,-9
花蓮縣壽豐鄉豐山村,1503,173,1470,172,1465,166,-38,-7
花蓮縣壽豐鄉豐裡村,1144,119,1117,110,1078,100,-66,-19
花蓮縣壽豐鄉豐坪村,724,81,716,77,719,67,-5,-14
花蓮縣壽豐鄉共和村,572,57,589,57,605,58,33,1
花蓮縣壽豐鄉壽豐村,1329,181,1323,177,1313,154,-16,-27
花蓮縣壽豐鄉光榮村,630,75,611,77,586,76,-44,1
花蓮縣壽豐鄉池南村,587,44,574,41,552,40,-35,-4
花蓮縣壽豐鄉平和村,1164,107,1149,115,1112,106,-52,-1
花蓮縣壽豐鄉志學村,2210,289,2185,281,2148,256,-62,-33
花蓮縣壽豐鄉米棧村,192,17,189,12,183,12,-9,-5
花蓮縣壽豐鄉月眉村,696,69,674,68,645,73,-51,4
花蓮縣壽豐鄉水璉村,557,63,531,58,507,53,-50,-10
花蓮縣壽豐鄉鹽寮村,401,22,396,22,378,23,-23,1
花蓮縣光復鄉大安村,651,69,625,58,606,52,-45,-17
花蓮縣光復鄉大華村,1030,74,1006,84,968,83,-62,9
花蓮縣光復鄉大平村,729,70,718,64,713,62,-16,-8
花蓮縣光復鄉大馬村,805,88,795,93,769,94,-36,6
花蓮縣光復鄉大同村,828,92,804,91,792,96,-36,4
花蓮縣光復鄉大進村,354,14,326,21,307,17,-47,3
花蓮縣光復鄉大全村,586,67,586,71,572,63,-14,-4
花蓮縣光復鄉大興村,408,77,382,65,367,57,-41,-20
花蓮縣光復鄉大富村,231,22,217,21,215,22,-16,0
花蓮縣光復鄉大豐村,324,31,308,32,302,32,-22,1
花蓮縣光復鄉東富村,800,91,778,88,765,93,-35,2
花蓮縣光復鄉西富村,704,84,671,80,655,81,-49,-3
花蓮縣光復鄉南富村,640,75,624,65,609,60,-31,-15
花蓮縣光復鄉北富村,718,67,690,68,676,72,-42,5
花蓮縣豐濱鄉豐濱村,1383,122,1312,102,1279,109,-104,-13
花蓮縣豐濱鄉新社村,541,39,494,38,488,38,-53,-1
花蓮縣豐濱鄉磯崎村,379,28,336,31,315,30,-64,2
花蓮縣豐濱鄉港口村,579,44,559,47,546,44,-33,0
花蓮縣豐濱鄉靜浦村,536,29,498,30,480,29,-56,0
花蓮縣瑞穗鄉瑞穗村,1497,167,1440,161,1402,166,-95,-1
花蓮縣瑞穗鄉瑞美村,1410,196,1386,192,1372,181,-38,-15
花蓮縣瑞穗鄉瑞良村,411,38,396,31,389,31,-22,-7
花蓮縣瑞穗鄉瑞祥村,747,66,724,71,696,72,-51,6
花蓮縣瑞穗鄉瑞北村,486,60,470,58,460,54,-26,-6
花蓮縣瑞穗鄉舞鶴村,762,81,739,75,732,68,-30,-13
花蓮縣瑞穗鄉鶴岡村,670,78,669,76,673,70,3,-8
花蓮縣瑞穗鄉奇美村,291,29,281,30,284,33,-7,4
花蓮縣瑞穗鄉富源村,578,63,566,69,541,64,-37,1
花蓮縣瑞穗鄉富民村,702,69,680,74,660,78,-42,9
花蓮縣瑞穗鄉富興村,446,39,421,35,406,31,-40,-8
花蓮縣富里鄉吳江村,358,31,354,29,344,29,-14,-2
花蓮縣富里鄉東里村,777,75,740,86,729,86,-48,11
花蓮縣富里鄉萬寧村,479,59,483,59,469,57,-10,-2
花蓮縣富里鄉新興村,428,36,425,35,414,34,-14,-2
花蓮縣富里鄉竹田村,833,85,812,81,806,81,-27,-4
花蓮縣富里鄉羅山村,331,43,325,45,320,46,-11,3
花蓮縣富里鄉石牌村,717,75,711,74,689,70,-28,-5
花蓮縣富里鄉明里村,295,42,283,39,276,33,-19,-9
花蓮縣富里鄉富里村,1017,109,1003,105,997,109,-20,0
花蓮縣富里鄉永豐村,348,36,330,34,321,30,-27,-6
花蓮縣富里鄉豐南村,491,53,472,45,443,46,-48,-7
花蓮縣富里鄉富南村,399,44,388,42,375,40,-24,-4
花蓮縣富里鄉學田村,495,53,486,54,488,45,-7,-8
花蓮縣秀林鄉崇德村,1299,249,1292,250,1307,256,8,7
花蓮縣秀林鄉富世村,1703,305,1687,294,1692,292,-11,-13
花蓮縣秀林鄉秀林村,1657,339,1648,334,1670,341,13,2
花蓮縣秀林鄉水源村,1081,257,1107,267,1119,271,38,14
花蓮縣秀林鄉銅門村,1156,194,1131,184,1116,178,-40,-16
花蓮縣秀林鄉文蘭村,1044,198,1050,185,1066,193,22,-5
花蓮縣秀林鄉景美村,1691,278,1677,299,1692,280,1,2
花蓮縣秀林鄉佳民村,933,148,932,142,956,145,23,-3
花蓮縣秀林鄉和平村,1378,246,1396,255,1441,259,63,13
花蓮縣萬榮鄉西林村,996,172,991,163,970,146,-26,-26
花蓮縣萬榮鄉見晴村,517,105,500,89,491,83,-26,-22
花蓮縣萬榮鄉萬榮村,730,120,707,126,700,118,-30,-2
花蓮縣萬榮鄉明利村,597,110,596,97,573,90,-24,-20
花蓮縣萬榮鄉馬遠村,1057,163,1038,166,1015,160,-42,-3
花蓮縣萬榮鄉紅葉村,986,145,960,145,954,140,-32,-5
花蓮縣卓溪鄉崙山村,473,124,471,120,463,121,-10,-3
花蓮縣卓溪鄉立山村,920,131,905,131,893,126,-27,-5
花蓮縣卓溪鄉太平村,654,133,656,121,658,117,4,-16
花蓮縣卓溪鄉卓溪村,674,119,671,124,656,122,-18,3
花蓮縣卓溪鄉卓清村,956,186,952,199,941,210,-15,24
花蓮縣卓溪鄉古風村,845,163,820,152,805,149,-40,-14
