cunli,adult2019,chilren2019,adult2020,chilren2020,adult2021,chilren2021,adult_diff,children_diff
屏東縣滿州鄉响林村,520,52,486,44,448,38,-72,-14
屏東縣滿州鄉長樂村,1106,124,1082,119,1058,103,-48,-21
屏東縣滿州鄉九棚村,303,21,295,22,277,18,-26,-3
屏東縣滿州鄉港仔村,251,21,241,20,236,17,-15,-4
屏東縣枋山鄉枋山村,831,79,806,69,786,74,-45,-5
屏東縣枋山鄉加祿村,1657,173,1631,157,1593,148,-64,-25
屏東縣枋山鄉楓港村,815,79,792,68,785,52,-30,-27
屏東縣枋山鄉善餘村,670,51,659,41,635,29,-35,-22
屏東縣三地門鄉三地村,1303,169,1285,174,1283,179,-20,10
屏東縣三地門鄉達來村,311,53,310,51,307,50,-4,-3
屏東縣三地門鄉德文村,491,76,483,64,483,65,-8,-11
屏東縣三地門鄉大社村,556,84,555,92,562,99,6,15
屏東縣三地門鄉賽嘉村,662,121,655,114,664,111,2,-10
屏東縣三地門鄉口社村,503,100,496,91,492,88,-11,-12
屏東縣三地門鄉馬兒村,314,56,308,49,298,53,-16,-3
屏東縣三地門鄉安坡村,436,91,437,90,433,95,-3,4
屏東縣三地門鄉青山村,627,115,622,115,624,108,-3,-7
屏東縣三地門鄉青葉村,568,88,550,86,529,82,-39,-6
屏東縣霧臺鄉霧台村,1000,121,969,112,935,110,-65,-11
屏東縣霧臺鄉阿禮村,253,18,253,17,248,16,-5,-2
屏東縣霧臺鄉吉露村,166,18,155,16,159,21,-7,3
屏東縣霧臺鄉大武村,389,52,389,49,386,50,-3,-2
屏東縣霧臺鄉佳暮村,309,51,307,48,313,47,4,-4
屏東縣霧臺鄉好茶村,404,42,402,49,387,51,-17,9
屏東縣瑪家鄉瑪家村,409,50,401,52,394,50,-15,0
屏東縣瑪家鄉北葉村,739,115,738,119,730,127,-9,12
屏東縣瑪家鄉凉山村,954,161,925,153,920,145,-34,-16
屏東縣瑪家鄉佳義村,810,139,801,145,789,141,-21,2
屏東縣瑪家鄉排灣村,405,85,404,86,398,90,-7,5
屏東縣瑪家鄉三和村,1771,290,1784,280,1796,263,25,-27
屏東縣泰武鄉佳平村,785,155,756,148,738,135,-47,-20
屏東縣泰武鄉武潭村,849,155,853,152,851,159,2,4
屏東縣泰武鄉平和村,555,103,557,111,566,103,11,0
屏東縣泰武鄉佳興村,360,62,353,56,351,57,-9,-5
屏東縣泰武鄉泰武村,710,119,709,133,694,125,-16,6
屏東縣泰武鄉萬安村,704,179,702,191,685,173,-19,-6
屏東縣來義鄉來義村,825,134,819,131,816,131,-9,-3
屏東縣來義鄉義林村,526,79,515,78,505,85,-21,6
屏東縣來義鄉丹林村,661,103,653,106,640,108,-21,5
屏東縣來義鄉古樓村,1008,112,1004,111,1004,117,-4,5
屏東縣來義鄉文樂村,773,129,747,125,742,134,-31,5
屏東縣來義鄉望嘉村,789,125,776,132,760,123,-29,-2
屏東縣來義鄉南和村,1099,148,1106,162,1081,172,-18,24
屏東縣春日鄉春日村,865,186,860,181,853,185,-12,-1
屏東縣春日鄉古華村,602,104,600,116,602,101,0,-3
屏東縣春日鄉士文村,276,62,276,55,277,51,1,-11
屏東縣春日鄉七佳村,867,140,860,137,854,132,-13,-8
屏東縣春日鄉歸崇村,548,92,554,98,553,99,5,7
屏東縣春日鄉力里村,429,90,428,90,421,97,-8,7
屏東縣獅子鄉楓林村,668,88,643,85,636,83,-32,-5
屏東縣獅子鄉丹路村,687,103,686,101,672,95,-15,-8
屏東縣獅子鄉草埔村,605,75,574,60,542,58,-63,-17
屏東縣獅子鄉內文村,196,20,189,22,182,24,-14,4
屏東縣獅子鄉竹坑村,286,25,265,22,247,16,-39,-9
屏東縣獅子鄉獅子村,445,81,460,79,459,75,14,-6
屏東縣獅子鄉內獅村,556,103,565,98,559,98,3,-5
屏東縣獅子鄉南世村,321,37,311,39,311,44,-10,7
屏東縣牡丹鄉石門村,1460,215,1423,204,1401,212,-59,-3
屏東縣牡丹鄉牡丹村,555,100,534,106,525,107,-30,7
屏東縣牡丹鄉東源村,378,42,363,44,367,42,-11,0
屏東縣牡丹鄉旭海村,320,34,299,34,289,25,-31,-9
屏東縣牡丹鄉高士村,539,60,511,57,500,58,-39,-2
屏東縣牡丹鄉四林村,475,66,463,58,472,56,-3,-10
