統計年月,縣市代碼,區域,戶數,人口數,人口數-男,人口數-女,0歲-男,0歲-女,1歲-男,1歲-女,2歲-男,2歲-女,3歲-男,3歲-女,4歲-男,4歲-女,5歲-男,5歲-女,6歲-男,6歲-女,7歲-男,7歲-女,8歲-男,8歲-女,9歲-男,9歲-女,10歲-男,10歲-女,11歲-男,11歲-女,12歲-男,12歲-女,13歲-男,13歲-女,14歲-男,14歲-女,15歲-男,15歲-女,16歲-男,16歲-女,17歲-男,17歲-女,18歲-男,18歲-女,19歲-男,19歲-女,20歲-男,20歲-女,21歲-男,21歲-女,22歲-男,22歲-女,23歲-男,23歲-女,24歲-男,24歲-女,25歲-男,25歲-女,26歲-男,26歲-女,27歲-男,27歲-女,28歲-男,28歲-女,29歲-男,29歲-女,30歲-男,30歲-女,31歲-男,31歲-女,32歲-男,32歲-女,33歲-男,33歲-女,34歲-男,34歲-女,35歲-男,35歲-女,36歲-男,36歲-女,37歲-男,37歲-女,38歲-男,38歲-女,39歲-男,39歲-女,40歲-男,40歲-女,41歲-男,41歲-女,42歲-男,42歲-女,43歲-男,43歲-女,44歲-男,44歲-女,45歲-男,45歲-女,46歲-男,46歲-女,47歲-男,47歲-女,48歲-男,48歲-女,49歲-男,49歲-女,50歲-男,50歲-女,51歲-男,51歲-女,52歲-男,52歲-女,53歲-男,53歲-女,54歲-男,54歲-女,55歲-男,55歲-女,56歲-男,56歲-女,57歲-男,57歲-女,58歲-男,58歲-女,59歲-男,59歲-女,60歲-男,60歲-女,61歲-男,61歲-女,62歲-男,62歲-女,63歲-男,63歲-女,64歲-男,64歲-女,65歲-男,65歲-女,66歲-男,66歲-女,67歲-男,67歲-女,68歲-男,68歲-女,69歲-男,69歲-女,70歲-男,70歲-女,71歲-男,71歲-女,72歲-男,72歲-女,73歲-男,73歲-女,74歲-男,74歲-女,75歲-男,75歲-女,76歲-男,76歲-女,77歲-男,77歲-女,78歲-男,78歲-女,79歲-男,79歲-女,80歲-男,80歲-女,81歲-男,81歲-女,82歲-男,82歲-女,83歲-男,83歲-女,84歲-男,84歲-女,85歲-男,85歲-女,86歲-男,86歲-女,87歲-男,87歲-女,88歲-男,88歲-女,89歲-男,89歲-女,90歲-男,90歲-女,91歲-男,91歲-女,92歲-男,92歲-女,93歲-男,93歲-女,94歲-男,94歲-女,95歲-男,95歲-女,96歲-男,96歲-女,97歲-男,97歲-女,98歲-男,98歲-女,99歲-男,99歲-女,100歲以上-男,100歲以上-女,
2014-05,09020,金門縣烏坵鄉,0,-2,-1,-1,0,-1,-1,1,1,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,-1,0,1,-2,0,2,0,-1,-1,1,1,-1,-1,0,1,0,-1,0,0,1,1,-1,0,1,0,0,0,0,0,-1,0,1,-1,-1,0,1,-1,0,1,0,1,0,-2,0,2,-1,0,1,0,-1,0,-1,0,2,-1,0,1,-1,0,0,-1,0,1,1,0,-2,0,2,0,0,-1,-1,1,1,-2,0,2,0,0,0,-1,0,1,0,-2,0,2,0,0,0,0,0,0,0,-2,0,1,0,0,0,0,0,0,0,0,0,0,-1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05,09020,金門縣,107,435,242,193,11,20,-17,-23,17,14,14,6,-3,0,5,5,-8,5,8,4,-5,-1,9,-3,-22,-11,16,17,-1,-6,8,-15,-18,10,17,3,-9,-13,5,-6,-36,-25,6,10,17,11,-6,-1,-33,-27,-3,9,31,10,-24,-2,4,28,28,17,-5,-20,14,2,17,11,4,-3,7,3,-4,15,8,-18,10,16,13,8,-18,1,14,-10,7,14,3,-3,-8,5,25,8,-2,-17,-10,14,-4,0,2,18,-1,-7,-4,-1,36,-2,16,22,-7,-3,31,31,-17,-9,16,10,1,1,12,1,17,23,-5,-12,-32,-17,32,36,21,5,10,9,16,6,-10,-5,7,2,6,8,-2,8,9,0,-8,0,2,3,-8,1,11,-9,6,2,-3,3,-3,0,-3,-3,11,5,-5,-5,-7,-1,11,6,-4,6,6,0,-2,-6,6,2,-3,-3,-3,8,0,-6,7,2,-4,0,-1,-1,3,-2,-1,3,0,3,-1,1,2,-4,0,0,-2,0,1,2,0,0,-2,0,0
2014-05,10002,宜蘭縣宜蘭市,72,-26,-11,-15,-1,-2,-9,6,16,0,1,16,-1,-5,-6,0,-1,-11,-5,6,4,-16,-14,3,21,-8,-8,-4,-11,8,2,-14,-12,-2,5,-6,-31,1,18,-2,-2,16,-3,2,-1,-18,13,-2,-3,12,-11,-11,19,6,-8,-14,-13,12,12,-8,19,10,-12,-13,-3,-2,-18,0,6,0,6,5,-17,-31,10,26,6,-1,-19,-14,18,16,-11,-23,12,2,-12,-3,2,-4,4,6,2,12,-15,-19,10,12,-7,3,28,-4,-14,24,-10,-31,14,-2,0,15,6,1,3,-3,-11,2,-4,-3,5,2,-2,-8,-5,8,13,12,-5,-2,-6,-10,16,21,5,5,10,-5,5,8,-10,3,8,-9,-13,4,5,-2,3,-1,-1,-7,-11,8,8,-3,1,8,3,-1,-1,9,1,-2,4,-7,-6,3,1,0,-1,2,1,2,-6,0,-1,-2,6,-2,3,0,-5,-1,1,5,2,0,2,-1,-1,1,-4,1,-2,-1,3,2,1,0,-1,0,-1,-1,0,1,0,-1,0
2014-05,10002,宜蘭縣羅東鎮,7,-30,1,-31,-2,-2,-5,2,9,2,-7,12,9,-5,-5,7,0,-9,16,5,-21,-5,24,4,-4,-3,0,5,-14,-6,2,2,-13,0,4,-11,-10,-3,-8,-1,3,-1,-14,11,10,-11,-7,7,9,-20,6,19,3,-11,7,7,0,-6,-5,4,-2,-10,3,-2,-16,-5,10,-1,-11,-16,3,-9,8,21,5,-1,-13,-1,18,-7,-8,14,8,-7,0,-7,-3,1,-1,-4,-5,-6,-16,0,14,-18,-4,15,12,-3,-4,3,-2,4,2,-6,2,4,-12,6,20,-10,-6,2,-2,-2,-9,1,14,3,-11,-9,14,17,-11,0,16,-9,1,9,5,4,-4,2,-4,-1,7,-7,-2,4,-4,0,2,-2,-5,-2,8,-3,-9,7,3,-11,4,8,-8,-2,3,10,3,-3,-3,-5,3,0,3,0,-4,-1,2,3,-2,5,2,-2,2,2,-4,-1,-1,3,1,0,1,-2,0,2,2,-2,-1,2,-1,-1,1,2,0,0,-1,-1,1,1,0,0,0,0,0,0,0
2014-05,10002,宜蘭縣蘇澳鎮,20,17,0,17,3,3,-1,-5,5,3,-8,2,1,-7,3,3,-1,1,-10,-5,0,1,9,5,-2,-2,0,-8,7,7,-3,-9,-3,7,6,-1,-14,4,5,-7,0,1,1,3,-15,-4,11,0,9,-2,-2,-2,-8,1,3,-3,-1,13,-2,-11,-9,9,0,1,3,-13,-9,20,6,-9,-5,15,2,-12,-3,-1,6,3,-2,-11,9,15,3,-2,-15,8,4,-1,7,1,8,-6,-8,-1,-13,-6,5,1,10,10,-2,-2,-3,-3,-11,4,13,-3,10,5,-4,-1,-3,-4,5,3,1,2,-4,-8,3,0,3,3,-2,14,5,-3,-1,-11,3,14,-5,2,7,-5,1,2,-1,3,-6,-5,2,-1,-2,2,2,-7,-3,2,-6,1,5,-3,1,0,-1,5,3,0,-8,-1,3,0,0,0,4,-1,-5,4,3,-2,-1,0,5,6,-3,-3,-2,-2,1,0,2,-2,-3,0,2,2,-2,1,1,-1,1,-1,0,2,0,0,0,-1,0,1,0,0,0,0,0
2014-05,10002,宜蘭縣頭城鎮,7,-24,-30,6,-3,3,-1,-6,3,3,-2,4,-3,-6,1,0,7,7,-3,-5,-5,-1,3,3,4,0,-7,-3,-8,-11,-6,0,3,2,0,5,-12,-4,1,2,0,0,5,-7,-2,1,1,-4,-6,1,-2,5,-3,-1,5,-3,9,4,-6,-1,-2,-1,-2,0,-1,5,5,0,-12,-1,10,-2,-9,3,0,-1,4,7,4,-5,2,1,-5,2,1,6,2,5,0,-6,2,-3,-4,-1,-9,-1,8,0,-9,10,8,-4,1,-7,-8,8,2,-9,8,15,-3,-9,0,12,-2,-5,0,-2,11,0,-1,1,-7,-6,6,4,-4,2,8,-1,-1,7,2,0,-1,-3,-2,-3,3,4,-2,0,-1,-9,3,1,-4,-1,-8,-1,5,0,3,-4,-6,5,10,-1,-4,11,-1,-4,-3,-4,1,2,1,1,0,-2,1,3,-2,-5,0,0,2,3,-3,-3,0,3,0,0,1,2,-1,-1,-1,1,1,-2,0,1,0,1,-1,-1,1,-1,0,1,0,0,0,0,0
2014-05,10002,宜蘭縣礁溪鄉,32,31,6,25,5,6,-6,-5,-5,4,6,-3,-11,-1,3,5,1,-1,5,1,-5,-7,0,2,-7,-9,6,1,-7,-5,2,-1,5,-6,2,16,-5,-10,-1,2,-2,-2,7,3,-10,-7,-3,6,-1,-1,2,-8,4,13,4,-10,0,5,3,2,-6,-5,-4,5,3,-4,5,12,-4,-17,-7,10,9,2,2,7,0,-10,4,9,0,-3,-10,-1,-5,5,7,-3,6,-5,3,2,-16,3,0,-2,15,6,4,-5,-2,-4,-7,4,0,4,1,7,3,-3,6,5,2,0,-11,0,2,-6,-3,7,9,4,-6,6,12,-10,-3,4,-2,-6,2,12,4,3,-2,-3,1,1,-4,3,6,-6,-6,6,5,0,-9,-3,8,1,-5,-2,2,-1,1,0,-4,7,3,-4,2,1,3,-1,-4,1,4,-2,-2,-1,0,2,5,2,-1,-2,-1,3,-3,-2,3,3,0,0,-1,0,0,0,-1,-1,1,0,0,0,0,-1,0,1,0,0,0,-1,0,1,0,0,0
2014-05,10002,宜蘭縣壯圍鄉,-5,4,-10,14,0,1,4,7,5,-2,-4,-3,-2,7,0,-1,-4,-5,3,1,1,2,-6,-1,0,-3,6,2,0,3,-6,-1,3,-2,3,0,-3,-8,-7,12,0,-5,-4,-5,-2,-2,5,13,-3,-6,1,-6,-2,3,1,-1,3,6,-8,1,6,4,-2,-2,-1,3,5,-8,-3,4,1,0,3,-8,0,2,0,4,-3,1,-9,5,3,6,6,-5,-2,-2,0,5,1,-4,3,5,-3,-3,-4,1,1,-14,2,7,1,3,-4,-8,-11,5,18,9,2,6,-1,-12,2,8,-9,3,8,2,-6,0,2,-3,4,3,3,1,0,-6,1,7,-7,-7,5,2,-1,1,-2,2,-2,0,3,-2,-1,-2,2,-1,0,-1,-2,1,-6,1,4,-2,-2,-4,4,1,-1,4,-1,-1,3,1,-3,-1,3,0,-3,-3,1,0,0,2,0,-2,-2,-1,1,0,0,0,0,1,-1,0,1,-2,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05,10002,宜蘭縣員山鄉,10,26,10,16,4,4,-3,-19,6,15,-6,-1,-4,1,-2,0,3,-6,1,0,5,1,-7,0,10,-1,-1,0,-3,1,2,2,-5,0,2,4,-3,-14,1,-3,6,5,9,-1,-14,-1,10,8,-10,-1,5,10,1,-8,-5,-3,-8,-5,17,8,3,-7,-6,7,-3,-6,-1,0,6,-3,4,7,-13,-5,9,8,1,-7,-2,3,3,-2,4,9,-2,-4,-6,9,-10,-3,15,4,-4,-4,0,15,0,-4,1,-3,2,-14,2,15,-2,-4,1,-6,2,5,0,3,-4,2,1,-5,-6,2,9,0,0,-3,1,1,6,5,-7,4,1,-4,9,7,1,0,-5,0,-9,0,3,-1,-2,-2,2,3,-3,-5,-9,-5,12,4,-3,-11,1,12,-7,1,5,-3,-1,-4,0,8,1,-2,2,-1,-2,0,-2,0,2,3,2,0,-2,-1,-2,-6,0,4,1,4,2,1,-1,-2,-1,2,1,-2,-1,0,1,1,-1,0,0,-1,0,1,0,0,0,0,0,0,0
2014-05,10002,宜蘭縣冬山鄉,19,10,12,-2,-2,-3,-5,-5,4,-8,16,11,-1,0,4,4,-3,-3,-4,4,1,-8,-8,6,10,0,-9,-1,1,3,-9,-8,-2,-6,16,1,4,-1,-9,6,-11,-13,10,-6,-5,8,-13,11,19,-16,-14,3,10,11,-15,-18,14,-1,-8,7,2,-6,-8,-5,-4,5,13,-11,-20,-7,14,10,-9,17,7,-10,14,4,-11,-4,7,-4,-7,8,10,5,-7,3,-5,-4,9,-5,-17,6,19,-10,-8,2,6,-6,3,10,5,7,-16,-13,7,2,-5,11,15,-1,-9,-2,-12,6,12,-9,-6,7,12,18,7,-5,-2,-11,-5,16,4,-9,7,9,-4,-1,2,0,-5,3,1,-3,7,-3,-3,-1,2,0,-5,1,1,-9,2,2,1,5,-1,1,1,-2,3,2,1,-1,-7,5,2,-3,0,-9,-2,2,4,7,-1,0,-3,1,-2,-2,3,0,0,0,0,3,1,-1,1,-4,0,3,-1,1,0,-3,1,2,0,-1,0,-1,0,2,0,0,0,0,0
2014-05,10002,宜蘭縣五結鄉,28,57,38,19,6,5,-4,-3,4,2,-3,-4,3,5,-5,-3,9,1,-2,-4,-6,0,3,-3,-2,0,1,3,-5,-5,9,3,-7,3,15,-1,-12,-4,-2,-8,5,2,5,9,-1,0,-2,-3,7,-2,-2,2,7,-3,-4,12,0,-3,8,-1,-10,-2,7,4,-5,-9,-5,10,2,-2,12,2,-8,-4,5,4,-1,7,-4,-2,1,-5,5,1,-11,4,8,-10,-3,16,10,-16,-3,10,1,3,-9,-8,7,7,-10,1,-1,-5,1,0,8,-3,-1,13,12,5,-7,-9,-2,0,11,2,-4,0,-1,-9,8,5,-10,2,8,-1,-16,0,20,4,-4,6,2,-4,1,2,-3,-7,7,8,-10,-1,8,-2,-1,-3,1,6,-1,-2,-4,-1,-1,-1,0,-3,6,-1,-2,6,1,-2,0,6,1,0,-5,-4,-2,-4,3,4,2,0,-2,-1,-2,1,2,1,0,-2,1,-1,-1,3,-1,-2,2,2,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0
2014-05,10002,宜蘭縣三星鄉,30,61,27,34,1,-5,1,1,-1,2,0,-2,3,-3,-1,6,2,-3,-6,3,8,-5,0,2,-5,-3,-9,1,9,1,-6,3,9,-1,-3,0,3,-5,-5,8,0,-1,7,-7,3,3,1,-4,-4,12,-3,-4,-1,1,-6,6,9,-6,2,2,-4,0,0,-12,-3,10,-7,8,10,-2,2,-4,3,4,-8,1,4,-1,6,4,-3,-7,-1,2,-6,3,15,-2,-12,0,5,1,-10,4,5,1,5,3,-2,-1,1,-1,0,-3,-3,2,0,6,3,3,-3,-4,5,4,-8,-3,15,10,-6,1,3,2,7,0,-9,-3,10,4,-2,-3,9,1,-11,4,6,1,4,1,-6,-5,5,2,-4,-1,4,-2,-8,1,7,1,-1,-1,1,1,-2,-1,4,2,-5,-1,5,-1,1,0,-4,-5,1,4,1,-6,1,10,-1,-6,1,5,-2,0,0,-2,1,2,1,1,0,0,-2,-1,2,1,-4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
